customer_id,customer_feedback,support_chat_excerpt,reason_for_low_activity,
C100691,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.",Customer: My order is still not here!  It's been ages.,Late delivery,
C100692,,,,
C100693,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100694,"Sangat kecewa dengan poslaju, lambat sangat!  Takde pulak notification, susah nak check order.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Late delivery issue,
C100695,,,,
C100696,,,,
C100697,,,,
C100698,,,,
C100699,,,,
C100700,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,
C100701,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order still hasn't arrived! It's been ages.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100702,,,,
C100703,,,,
C100704,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, macam mana?  Need refund cepat!","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I sincerely apologize for the delay. Let me check on the status of your order now.",Late delivery complaint,
C100705,,,,
C100706,"Slightly disappointed, the delivery took a while.  I need to order more often to keep the discounts, you know?","Customer: Hi, my order still hasn't arrived.  Agent:  Let me check on that for you, sir.  We apologize for the delay.",Long time since last order,
C100707,"Okay lah, the delivery was a bit slow, but the product itself is good!  Slightly disappointed with the wait time though.","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100708,,,,
C100709,,,,
C100710,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb order dah lama tu.  Maybe next time will think twice before order.","Customer:  My order still hasn't arrived!  It's been ages.
Agent:  I'm so sorry for the delay, sir. Let me check on that for you.",Delivery delay,
C100711,,,,
C100712,"Sangat kecewa dengan refund, produk tak sesuai gambar.  Sbb tu dah tak order dah sikit.",Customer:  Saya nak tanya pasal refund order saya.,Product quality issues,
C100713,,,,
C100714,,,,
C100715,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time check delivery timing better lah.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100716,,,,
C100717,,,,
C100718,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,
C100719,,,,
C100720,,,,
C100721,"Okay lah, the delivery was a bit slow this time, but the product itself is good.  Slightly disappointed with the wait, but overall happy.","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you immediately.'",Delivery delay,
C100722,,,,
C100723,,,,
C100724,"Sangat kecewa dengan delivery, dah lama sgt!  Hopefully next time faster lah.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100725,,,,
C100726,,,,
C100727,"Sangat kecewa dengan delivery, lambat sgt!  Then, the product also not as expected, need refund.  Hope next time better lah.","Customer: My order is still not here!  It's been so long.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay & product issue,
C100728,,,,
C100729,,,,
C100730,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.","Customer: Hi, my order still hasn't arrived.  Support: We apologize for the delay, let us check on that for you.",Delivery delay,
C100731,,,,
C100732,,,,
C100733,,,,
C100734,,,,
C100735,,,,
C100736,"Sangat kecewa dengan poslaju, lambat sangat!  Takde pulak notification pasal delivery.  Need to improve this, seriously.","Customer: My order still hasn't arrived!  It was supposed to be here a week ago.
Agent: I'm so sorry for the delay, let me check on the tracking details for you.",Late delivery issue,
C100737,,,,
C100738,,,,
C100739,,,,
C100740,,,,
C100741,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100742,,,,
C100743,"Sangat kecewa dengan delivery, lambat sangat!  Takde pulak barangnya, macam mana?  Need to sort this out ASAP.",Customer: My order is still not here!  It's been ages.,Late delivery issues,
C100744,,,,
C100745,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?",Customer: 'My order still hasn't arrived!  It was supposed to be here ages ago.',Delivery delay,
C100746,,,,
C100747,,,,
C100748,,,,
C100749,,,,
C100750,,,,
C100751,,,,
C100752,"Sangat kecewa dengan delivery, lambat sgt!  Saya dah order lama, still belum sampai.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It's been so long.
Agent: We sincerely apologize for the delay. Let us investigate immediately.",Late delivery,
C100753,,,,
C100754,"Slightly disappointed with the delivery, took a while.  Need to order more often, but things are a bit tight now.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100755,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, tapi harap barang sampai cepat.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay,
C100756,,,,
C100757,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak pakai baju ni.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I sincerely apologize for the delay. Let me check on the status for you.",Late delivery,
C100758,,,,
C100759,,,,
C100760,,,,
C100761,,,,
C100762,"Sangat kecewa dengan order lepas ni, lambat sangat!  And the refund process was a bit slow too, took ages to get my money back.",Customer: 'My order is still not here!  It was supposed to arrive last week.',Refund issue,
C100763,,,,
C100764,"Sangat kecewa dengan order last time, lambat sangat! Hopefully next time delivery cepat sikit.  Still like the shop though, just need faster shipping.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I'm so sorry for the delay, let me check on that for you right away.",Delivery delay,
C100765,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde pulak notification pasal delivery.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Delayed refund processing,
C100766,,,,
C100767,,,,
C100768,,,,
C100769,,,,
C100770,,,,
C100771,,,,
C100772,,,,
C100773,,,,
C100774,,,,
C100775,,,,
C100776,,,,
C100777,,,,
C100778,,,,
C100779,,,,
C100780,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.","Customer: My order is still not here!  It's been ages.
Agent: I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100781,,,,
C100782,Sangat kecewa dengan lambatnya penghantaran.  Saya dah cuba hubungi tapi tak ada balasan.  Hopefully next time delivery cepat!,"Customer: Hi, my order still hasn't arrived.  Support: We apologize for the delay, we're looking into it now.",Delivery delay,
C100783,,,,
C100784,,,,
C100785,,,,
C100786,,,,
C100787,,,,
C100788,,,,
C100789,,,,
C100790,,,,
C100791,,,,
C100792,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",refund issue,
C100793,,,,
C100794,,,,
C100795,,,,
C100796,,,,
C100797,,,,
C100798,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time,
C100799,"Slightly disappointed with the delivery, took a bit longer than expected. Still, the product was okay, but could be better for the price lah.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100800,,,,
C100801,,,,
C100802,,,,
C100803,,,,
C100804,,,,
C100805,,,,
C100806,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde apa-apa notif pun pasal.",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C100807,"Slightly disappointed with the wait, really wanted to get this item sooner. Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here! It's been ages.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100808,,,,
C100809,"Sangat kecewa dengan order lepas tu, lambat sikit.  Takde pulak notification pasal delivery, agak risau.",Customer:  My order is still not here!  It was supposed to arrive last week.,Refund issue,
C100810,,,,
C100811,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100812,,,,
C100813,,,,
C100814,,,,
C100815,,,,
C100816,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,
C100817,"Sangat kecewa, dah lama sgt tak order.  Maybe kalau ada promo lagi, saya akan order terus.","Customer:  Saya dah 88 hari tak order, kenapa?  Agent:  Maaf sangat, kami tak dapat contact anda.  Ada masalah dengan order ke?",Lack of promotions,
C100818,"Sangat kecewa dengan order saya, dah lama sangat tak ada berita.  Maybe next time check delivery timing better, sbb saya dah tak minat belanja online.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,
C100819,,,,
C100820,,,,
C100821,,,,
C100822,,,,
C100823,,,,
C100824,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It's been so long.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,
C100825,,,,
C100826,,,,
C100827,,,,
C100828,,,,
C100829,,,,
C100830,,,,
C100831,,,,
C100832,,,,
C100833,,,,
C100834,,,,
C100835,,,,
C100836,,,,
C100837,,,,
C100838,"Sangat kecewa dengan delivery, lambat sgt! And the refund process also took ages, really frustrating.","Customer: 'My order is still not here! What's going on?'
Agent: 'We sincerely apologize for the delay, sir. Let's investigate immediately.'",Late delivery & refund issues,
C100839,,,,
C100840,,,,
C100841,"Sangat kecewa, dah lama sgt tak order.  Shipping sgt lambat, takde update pun.","Customer:  Saya dah 105 hari tak order!  Agent:  Maafkan lambat, kita akan selidik isu ini.",Delivery delay,
C100842,,,,
C100843,"Sangat kecewa dengan delivery, lambat sangat! And the refund process was also a bit slow, took ages to get my money back.  Seriously need to improve this.","Customer: 'My order is still not here!  It was supposed to arrive last week.'  Agent: 'I apologize for the delay, let me check on the tracking details for you.'",Delivery issues & refund delays,
C100844,"Slightly disappointed, the delivery took a bit longer than expected.  Still love the products though, and the discounts are good!","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100845,,,,
C100846,,,,
C100847,,,,
C100848,,,,
C100849,,,,
C100850,,,,
C100851,,,,
C100852,"Slightly disappointed with the wait, but the product itself was okay.  Shipping took a while, but I'll probably order again sometime.","Customer: 'Hi, my order still hasn't arrived!  It's been ages.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100853,,,,
C100854,,,,
C100855,,,,
C100856,,,,
C100857,,,,
C100858,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you right away.'",Delivery delay,
C100859,,,,
C100860,,,,
C100861,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery. ","Customer:  My order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100862,,,,
C100863,,,,
C100864,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb order dah lama tu.  Maybe next time will think twice before order.","Customer:  My order still hasn't arrived!  It's been ages.
Agent:  I'm so sorry for the delay, sir. Let me check on that for you.",Delivery delay,
C100865,,,,
C100866,,,,
C100867,"Sangat kecewa dengan order saya. Barang tak sampai seawal yang dijanjikan, and the refund process was a bit slow too.  Sangat menyampah!","Customer: My order is still not here!  I ordered it 2 weeks ago.
Agent: I'm so sorry for the delay, let me check on that for you.",Refund issue,
C100868,,,,
C100869,,,,
C100870,,,,
C100871,,,,
C100872,,,,
C100873,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We apologize for the delay, sir. Let us investigate immediately.",Late delivery,
C100874,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again soon.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100875,,,,
C100876,,,,
C100877,,,,
C100878,,,,
C100879,,,,
C100880,,,,
C100881,"Slightly disappointed with the wait time, really wanted to get this item sooner.  Shipping was a bit slow, but the product itself is okay, I guess.","Customer: 'Hi, my order is still not here!  It's been ages!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100882,,,,
C100883,,,,
C100884,,,,
C100885,,,,
C100886,,,,
C100887,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100888,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer:  My order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100889,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We sincerely apologize for the delay. Let us investigate immediately.",Late delivery,
C100890,,,,
C100891,,,,
C100892,"Slightly disappointed with the delivery, it took a bit longer than expected. Still, the products are good, but need to improve on shipping times, ya?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100893,,,,
C100894,,,,
C100895,,,,
C100896,,,,
C100897,,,,
C100898,,,,
C100899,"Sangat kecewa dengan order saya. Dah lama sangat tak ada update, macam hilang je barang saya.  Maybe next time check delivery better lah.","Customer: Where's my order? It's been ages!
Agent: Let me check on that for you, sir.  I'm so sorry for the delay.",Delivery delay,
C100900,,,,
C100901,"Slightly disappointed with the wait time, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'",Delivery delay,
C100902,,,,
C100903,,,,
C100904,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again soon.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100905,,,,
C100906,,,,
C100907,,,,
C100908,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Long delivery time,
C100909,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C100910,,,,
C100911,,,,
C100912,,,,
C100913,,,,
C100914,,,,
C100915,,,,
C100916,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100917,"Sangat kecewa dengan refund-refund ni. Produknya tak sesuai dengan apa yang saya harapkan, and the process is a bit slow too.  Maybe next time, check the quality better, ya?","Customer: 'Saya nak return barang ni, sebab tak betul.'  Agent: 'Okay, boleh saya tanya apa masalahnya?'",Product quality issues,
C100918,,,,
C100919,,,,
C100920,,,,
C100921,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer:  My order still hasn't arrived!  Agent:  We're so sorry for the delay, let us check on that for you.",Delivery delay,
C100922,,,,
C100923,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100924,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time better.",Customer: My order is still not here!  It's been ages.,Late delivery issues,
C100925,,,,
C100926,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It's been ages.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long time since last order,
C100927,,,,
C100928,,,,
C100929,,,,
C100930,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again sometime.","Customer: 'Hi, my order still hasn't arrived!  It's been ages.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100931,,,,
C100932,"Sangat kecewa dengan refund-nya, produknya tak sesuai gambar.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Support:  Okay, boleh tolong confirm order number anda?",Product quality issue,
C100933,,,,
C100934,,,,
C100935,,,,
C100936,"Slightly disappointed with the delivery this time, took a bit longer than expected. Still love the products though, and the discount is good!","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100937,"Sangat disappointed with the last two refunds, the quality wasn't what I expected.  Need to improve the process, seriously!","Customer: 'My refund for order #XYZ is still pending!'  Agent: 'I'm so sorry for the delay, let me investigate immediately.'",Product refund issues,
C100938,,,,
C100939,"Sangat disappointed lah, order dah lama sgt dtg, takde apa2.  Maybe next time try another shop.",Customer: My order is still not here!  It's been ages.,Long delivery time,
C100940,,,,
C100941,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya harapkan.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh saya bantu proses return untuk anda?",Product quality issue,
C100942,,,,
C100943,,,,
C100944,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again soon.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100945,,,,
C100946,,,,
C100947,,,,
C100948,,,,
C100949,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.",Customer: My order is still not here!  It was supposed to arrive last week.,Delivery delay,
C100950,"Sangat kecewa dengan lambatnya pengiriman, dah macam nak tunggu nak tunggu.  Hopefully next time delivery cepat sikit lah.",Customer:  My order still hasn't arrived!  It was supposed to be here ages ago.,Long delivery times,
C100951,,,,
C100952,,,,
C100953,,,,
C100954,,,,
C100955,,,,
C100956,,,,
C100957,,,,
C100958,,,,
C100959,,,,
C100960,,,,
C100961,,,,
C100962,"Sangat kecewa dengan refund-nya, produknya tak sesuai gambar.  Sbb tu dah tak order dah sikit.","Customer:  Saya nak tanya pasal refund saya.  Agent:  Okay, boleh saya tengok order anda?",Product quality issue,
C100963,,,,
C100964,"Sangat disappointed lah dengan delivery, took so long!  Need to improve the shipping speed, seriously.",Customer: My order still hasn't arrived!  It was supposed to be here weeks ago.,Long delivery time,
C100965,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll give them another chance.","Customer: 'Hi, my order still hasn't arrived!  It's been ages.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100966,"Slightly disappointed with the last few orders, delivery took a bit longer than expected.  Need to check the quality of the items more closely too, sometimes not as good as before.","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you right away.'",Product quality concerns,
C100967,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, maybe next time can be faster lah.","Customer:  Hi, my order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100968,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak beli lagi, maybe nanti.",Customer: My order still hasn't arrived!  It was supposed to be here a week ago.,Delivery delay,
C100969,,,,
C100970,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb order dah lama tu.  Maybe next time will think twice before order.","Customer:  My order still hasn't arrived!  It's been ages.
Agent:  I'm so sorry for the delay, sir. Let me check on that for you.",Delivery delay,
C100971,,,,
C100972,,,,
C100973,,,,
C100974,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll give them another chance.","Customer: 'Hi, my order still hasn't arrived!  It's been ages.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100975,,,,
C100976,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb order dah lama tu.  Maybe next time will think twice before order.","Customer:  My order still hasn't arrived!  It's been ages.
Agent:  I'm so sorry for the delay, sir. Let me check on that for you.",Delivery delay,
C100977,,,,
C100978,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery issues,
C100979,,,,
C100980,,,,
C100981,,,,
C100982,"Sangat kecewa dengan order saya, dah lama sangat sampai.  Maybe next time, check delivery timing better lah.","Customer: My order still hasn't arrived!  Agent: We're so sorry for the delay, let us investigate immediately.",Delivery delay,
C100983,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,
C100984,,,,
C100985,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde update pun.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive a week ago.
Agent:  I sincerely apologize for the delay. Let me check on the status for you.",Refund issue,
C100986,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni, dah 80 hari!",Customer:  My order still hasn't arrived!  It was supposed to be here weeks ago.,Delivery delay,
C100987,Sangat kecewa dengan lambatnya penghantaran.  Saya dah tak sabar nak dapat barang ni.,"Customer:  My order still hasn't arrived!  Agent:  I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100988,,,,
C100989,,,,
C100990,"Sangat disappointed lah, order dah lama sgt dtg, and still no update.  Need to think twice before ordering again.","Customer: Where's my order? It's been so long!
Agent: I'm so sorry for the delay, let me check on that for you.",Delivery delay,
C100991,,,,
C100992,,,,
C100993,,,,
C100994,,,,
C100995,,,,
C100996,,,,
C100997,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It's been ages.,Long delivery time,
C100998,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'My order still hasn't arrived! It was supposed to be here last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,
C100999,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: We sincerely apologize for the delay. Let us investigate immediately.",Late delivery,
C101000,"Sangat kecewa dengan refund-nya, produknya tak sesuai yang saya order.  Sbb tu dah tak minat belanja online sbb risai.","Customer:  Saya nak return barang ni, sebab tak betul.  Agent:  Okay, boleh tolong confirm order number anda?",Product quality issue,
C101001,"Sangat kecewa, dah lama sgt dtg barang.  Takde sapa bgtau pun, mcm mana.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,
C101002,,,,
C101003,,,,
C101004,"Sangat kecewa dengan delivery, dah lama sgt!  Hopefully next time faster lah.","Customer: My order still hasn't arrived!  Agent: We apologize for the delay, we're looking into it now.",Delivery delay,
C101005,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C101006,,,,
C101007,,,,
C101008,,,,
C101009,,,,
C101010,"Slightly disappointed with the wait, but the product itself was okay. Shipping took a while, maybe need to improve that part lah.","Customer: 'Hi, my order still hasn't arrived! I ordered it like ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,
C101011,,,,
C101012,,,,
C101013,"Slightly disappointed with the delivery, took a while.  Still like the shop though, but need to be faster next time! ",Customer: 'My order still hasn't arrived!  It was supposed to be here last week.',Delivery delay,
C101014,,,,
C101015,,,,
C101016,,,,
C101017,,,,
C101018,,,,
C101019,,,,
C101020,,,,
C101021,,,,
C101022,,,,
C101023,,,,
C101024,,,,
C101025,,,,
C101026,"Sangat kecewa dengan delivery, lambat sangat!  But the product itself was okay, just wish it arrived sooner.  Maybe next time I'll try a different seller.","Customer: 'My order is still not here!  It was supposed to be here last week.'  Agent: 'I apologize for the delay, let me check on the tracking for you.'",Delivery delay,
C101027,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer:  My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,
C101028,,,,
C101029,"Slightly disappointed, the delivery took ages!  I really wanted to buy more, but it's a bit inconvenient now.  Maybe need to check shipping times next time.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,
C101030,,,,
C101031,,,,
C101032,,,,
C101033,,,,
C101034,"Sangat kecewa, dah lama sgt dtg barang.  Maybe next time better sikit delivery time lah. ",Customer: My order still hasn't arrived!  It's been ages.,Long delivery time,
C101035,,,,
C101036,,,,
C101037,,,,
C101038,,,,
C101039,,,,
C101040,"Sangat disappointed lah, order dah lama sgt dtg, takde apa2.  Maybe next time try another shop.",Customer: My order still hasn't arrived!  It's been ages.,Long delivery time,
C101041,"Sangat kecewa dengan delivery, lambat sgt!  Takde notif pun kalau dah sampai kedai pos.  Hopefully next time delivery lebih cepat.","Customer: My order is still not here!  It was supposed to arrive a week ago.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,
C101042,"Sangat kecewa, dah tunggu lama sgt!  Takde update pun pasal order saya.  Hopefully next time delivery lebih cepat.","Customer:  Saya dah 44 hari tak order, kenapa belum sampai pulak? 
Agent:  Saya sorry sangat, saya check order anda sekarang.",Long wait time,
C101043,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here a week ago.,Delivery delay,
C101044,,,,
C101045,,,,
C101046,,,,
C101047,,,,
C101048,"Sangat kecewa, dah lama sgt tak order.  Shipping sgt lambat, takde update pun.","Customer:  Saya dah 80 hari tak order!  Agent:  Maaf sangat, kami faham anda kecewa.  Kami akan selidik isu ini.",Long time since last order,
C101049,,,,
C101050,"Sangat kecewa dengan lambatnya penghantaran.  Takde lah sbb busy, tapi sbb order dah lama tu.  Maybe improve delivery system a bit?","Customer:  My order still hasn't arrived!  It's been ages.
Agent:  I'm so sorry for the delay, sir. Let me check on that for you.",Delivery delay,
C101051,,,,
C101052,"Sangat kecewa dengan delivery, lambat sangat!  Takde lah sbb nak beli barang.","Customer: My order still hasn't arrived!  It was supposed to be here a week ago.
Agent:  I'm so sorry for the delay, let me check on the tracking details for you.",Late delivery,
C101053,,,,
