customer_id,age,gender,state,income_band,tenure_days,segment,orders_90d,orders_30d,avg_order_value,total_spend_90d,days_since_last_order,browse_sessions_30d,cart_abandon_rate,return_rate,refund_count_90d,discount_ratio,coupon_used_rate,delivery_delay_rate,late_delivery_count,failed_delivery_count,tickets_90d,avg_first_response_hours,email_open_rate,push_open_rate,loyalty_points_balance,app_rating,churn,customer_feedback_x,support_chat_excerpt_x,reason_for_low_activity_x,customer_feedback_y,support_chat_excerpt_y,reason_for_low_activity_y,customer_feedback,support_chat_excerpt,reason_for_low_activity
C100599,18,M,Penang,M40,258,regular,3,2,25.94,82.2,69,16,0.255,0.198,0,0.266,0.113,0.001,0,0,0,,0.0,0.482,57,4.9,0,,,,,,,,,
C100600,35,M,KL,M40,300,regular,2,1,81.72,186.9,99,25,0.516,0.0,0,0.545,1.0,0.101,0,0,1,10.21,0.0,0.0,75,3.5,1,,,,,,,,,
C100601,25,F,Selangor,M40,396,regular,3,1,47.17,132.08,5,17,0.316,0.026,0,0.591,0.525,0.298,0,0,0,7.61,0.651,0.289,103,4.1,0,"Slightly disappointed with the delivery, took a bit longer than expected. Still like the products though, but need to be more consistent with shipping times, ya?","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected. Still like the products though, but need to be more consistent with shipping times, ya?","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delivery, took a bit longer than expected. Still like the products though, but need to be more consistent with shipping times, ya?","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100602,41,M,Pahang,B40,230,loyal,5,2,43.03,199.85,23,18,0.276,0.068,0,0.756,0.789,0.032,0,0,1,6.84,0.437,0.017,169,4.1,0,,,,,,,,,
C100603,24,M,Selangor,T20,183,loyal,4,2,81.29,315.46,51,20,0.381,0.067,0,,0.249,0.057,0,0,0,10.24,0.272,0.119,327,4.1,0,,,,,,,,,
C100604,24,F,Selangor,B40,70,regular,2,1,25.64,61.32,104,8,0.98,0.115,1,0.176,0.123,0.027,0,0,0,4.76,0.0,0.103,61,3.9,0,,,,,,,,,
C100605,35,M,Sarawak,M40,51,loyal,4,2,42.41,173.37,26,21,0.442,0.075,0,0.191,0.211,0.162,0,0,1,12.19,0.138,0.287,110,3.0,1,,,,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, really!","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the delay, but overall still happy with the shop.  Shipping needs to be faster, really!","Customer: 'My order still hasn't arrived!  It was supposed to be here last week.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100606,37,F,KL,T20,227,loyal,7,2,89.59,638.9,116,21,0.676,0.211,0,0.52,0.571,0.098,1,0,0,6.31,0.0,0.157,551,4.2,1,,,,,,,,,
C100607,34,M,Johor,M40,260,new,1,1,34.61,38.9,114,7,0.69,0.054,0,0.396,0.799,0.171,0,0,0,10.27,0.0,0.0,30,3.9,1,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time better.",Customer: My order is still not here!  It's been ages.,Delivery delay,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time better.",Customer: My order is still not here!  It's been ages.,Delivery delay,"Sangat kecewa dengan delivery, dah lama sgt!  Takde notification pun.  Hopefully next time better.",Customer: My order is still not here!  It's been ages.,Delivery delay
C100608,18,M,KL,T20,291,premium,6,1,123.81,647.2,11,22,0.284,0.147,0,0.561,0.701,0.115,2,0,0,11.24,0.438,0.104,322,4.8,0,,,,,,,,,
C100609,35,F,Pahang,B40,100,loyal,7,3,58.57,394.48,43,24,0.364,0.192,2,0.586,0.717,0.103,0,0,1,3.6,0.171,0.204,212,3.9,1,,,,,,,,,
C100610,21,M,KL,M40,128,regular,4,2,63.88,269.97,31,18,0.309,0.263,0,0.737,0.928,0.123,1,0,1,7.93,0.418,0.362,254,3.9,0,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery,"Sangat kecewa dengan delivery, lambat sgt!  Takde notification pun.  Hopefully next time better.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Late delivery
C100611,32,F,Selangor,B40,224,new,1,0,58.08,69.42,58,9,0.308,0.032,0,0.42,0.591,0.059,0,0,0,3.44,0.053,0.0,66,4.2,1,,,,,,,,,
C100612,18,M,KL,B40,141,regular,2,1,40.47,69.75,108,11,0.842,0.071,0,0.678,1.0,0.0,0,0,0,3.11,0.0,0.038,66,4.4,1,,,,,,,,,
C100613,34,M,Selangor,B40,894,regular,5,3,34.09,167.18,45,12,0.302,0.03,0,0.221,0.031,0.215,0,0,0,6.57,0.301,0.188,101,2.8,0,,,,"Slightly disappointed with the wait, really wanted to get this stuff sooner. Shipping was a bit slow, but the items themselves are okay, I guess.","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, really wanted to get this stuff sooner. Shipping was a bit slow, but the items themselves are okay, I guess.","Customer: 'Hi, my order still hasn't arrived! It was supposed to be here ages ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100614,23,M,KL,B40,125,loyal,5,1,42.73,248.31,79,14,0.626,0.057,0,0.226,0.098,0.167,0,0,0,8.62,0.0,0.167,188,4.3,1,,,,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to improve delivery service!",Customer: My order is still not here!  It's been ages.,Long delivery time
C100615,18,M,Selangor,B40,273,regular,3,1,28.63,93.64,16,16,0.083,0.019,0,0.555,0.281,0.032,0,0,1,4.21,0.328,0.28,45,2.9,0,,,,,,,,,
C100616,36,F,Selangor,B40,361,new,0,0,35.57,0.0,68,5,0.429,0.009,0,0.685,0.493,0.376,0,0,0,8.46,0.0,0.0,0,3.8,1,,,,,,,,,
C100617,32,F,Johor,M40,376,new,1,1,36.35,32.82,41,7,0.479,0.257,0,0.625,0.928,0.187,0,0,1,5.57,0.172,0.178,20,4.5,0,,,,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100618,24,F,Kelantan,B40,139,loyal,4,2,80.36,281.22,108,19,0.76,0.089,0,0.362,0.262,0.07,0,0,1,8.44,0.117,0.018,166,5.0,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,long time since last order,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,long time since last order
C100619,43,F,Selangor,B40,301,new,5,2,44.8,212.73,91,11,0.389,0.055,0,0.629,0.526,0.092,0,0,0,26.17,0.0,0.318,130,3.4,0,,,,"Slightly disappointed, the delivery took ages!  I was hoping for faster shipping, but the product itself was okay.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time,"Slightly disappointed, the delivery took ages!  I was hoping for faster shipping, but the product itself was okay.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Long delivery time
C100620,26,F,Selangor,T20,275,loyal,4,1,101.72,367.02,23,25,0.293,0.049,0,0.233,0.231,0.073,0,0,0,6.3,0.14,0.579,126,3.5,0,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here!  It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100621,30,F,Kelantan,T20,310,regular,3,0,18.99,64.0,74,14,0.681,0.126,0,0.374,0.705,0.134,0,0,0,4.18,0.0,0.292,45,2.9,1,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa, dah lama sgt order tak sampai.  Maybe next time try another shop lah.",Customer: My order still hasn't arrived!  It's been ages.,Delivery delay
C100622,32,F,Kelantan,B40,222,regular,2,0,26.42,57.5,41,9,0.251,0.082,0,0.413,0.521,0.148,0,1,0,,0.182,0.09,45,3.6,1,,,,,,,,,
C100623,24,F,Sabah,B40,363,regular,4,1,35.72,162.04,50,16,0.289,0.024,0,0.249,0.309,0.034,1,0,1,7.52,0.337,0.245,59,5.0,1,,,,,,,,,
C100624,34,M,KL,M40,242,regular,4,1,68.2,236.91,55,12,0.341,0.007,0,0.271,0.418,0.15,0,0,0,6.22,0.019,0.239,150,3.0,1,,,,,,,,,
C100625,25,F,Johor,M40,62,regular,2,0,38.93,71.94,98,16,0.7,0.033,0,0.191,0.528,0.096,0,0,0,7.52,0.163,0.068,85,1.9,1,,,,,,,,,
C100626,26,M,Selangor,B40,236,regular,3,1,24.2,80.4,34,14,0.417,0.044,0,0.237,0.46,0.214,0,0,0,6.74,0.119,0.359,57,4.7,0,,,,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again sometime.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay.  Shipping was a bit slow, but I'll probably order again sometime.","Customer: 'Hi, my order still hasn't arrived!  It was supposed to be here ages ago.'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100627,42,F,Selangor,M40,257,new,2,1,33.41,57.83,0,9,0.343,0.084,0,0.135,0.037,0.195,0,0,0,3.98,0.113,0.196,38,4.7,0,,,,,,,,,
C100628,21,F,Johor,B40,345,regular,3,1,26.6,68.49,21,16,0.192,0.01,0,0.505,0.808,0.205,0,0,2,12.76,0.035,0.296,57,4.0,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah belanja, tak pasal pulak.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah belanja, tak pasal pulak.",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100629,18,F,Perak,B40,227,loyal,8,4,27.32,208.34,91,23,0.377,0.062,0,0.673,0.862,0.0,0,0,0,14.25,0.241,0.0,131,4.2,0,,,,"Slightly disappointed, really. Shipping took ages, and I was hoping for something faster.  Maybe next time lah.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed, really. Shipping took ages, and I was hoping for something faster.  Maybe next time lah.","Customer: 'Hi, my order still hasn't arrived!'  Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100630,44,F,KL,M40,625,loyal,6,1,89.56,469.96,34,21,0.692,0.057,1,0.592,1.0,0.129,0,0,0,6.13,0.378,0.251,192,4.7,0,,,,,,,,,
C100631,53,F,Perak,M40,188,regular,4,1,35.76,118.95,7,13,0.183,0.024,0,0.164,0.215,0.186,0,0,0,8.81,0.706,0.538,121,4.7,0,,,,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100632,26,F,KL,M40,133,loyal,5,3,47.27,218.65,42,12,0.201,0.065,0,0.474,0.45,0.106,0,0,0,2.66,0.391,0.375,222,3.4,0,,,,,,,,,
C100633,18,F,KL,B40,501,new,1,0,35.24,40.53,104,5,0.538,0.046,0,0.537,0.785,0.176,0,0,0,7.32,0.155,0.0,39,3.2,0,,,,,,,,,
C100634,27,F,Pahang,B40,184,new,2,0,33.34,54.85,104,17,0.74,0.058,0,0.472,0.567,0.151,1,0,0,19.33,0.0,0.0,30,3.3,1,,,,,,,,,
C100635,27,M,Kelantan,B40,212,regular,6,2,30.14,185.62,109,18,0.756,0.025,0,0.493,0.529,0.034,1,0,0,11.02,0.258,0.057,150,3.5,1,,,,,,,,,
C100636,28,F,KL,B40,257,regular,2,1,36.28,74.39,81,25,0.796,0.072,0,0.41,0.571,0.14,0,0,0,7.98,0.249,0.0,54,,1,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, sir. Let me check on the status for you.",Delivery delay,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay,"Sangat disappointed lah dengan order saya. Took so long to arrive, and the packaging was abit damaged.  Need to think twice before ordering again.","Customer: My order is still not here!  It was supposed to arrive last week.
Agent: I apologize for the delay, let me check on the status for you.",Delivery delay
C100637,20,M,Perak,B40,242,loyal,3,1,50.07,152.06,97,24,0.443,0.042,0,0.379,0.83,0.157,1,0,0,7.23,0.276,0.448,139,4.8,0,,,,,,,,,
C100638,35,F,KL,M40,309,new,3,2,59.81,179.83,90,9,0.711,0.152,1,0.374,0.313,0.028,0,0,0,6.36,0.0,0.41,170,3.9,1,,,,,,,,,
C100639,35,M,Selangor,M40,331,regular,5,2,56.35,227.34,2,12,0.076,0.007,0,0.193,0.117,0.007,0,0,0,,0.129,0.064,149,4.3,0,,,,,,,,,
C100640,18,M,Sarawak,M40,124,regular,4,1,26.4,86.48,50,20,0.232,0.102,0,0.184,0.381,0.234,1,0,0,12.36,0.0,0.331,86,4.0,1,,,,,,,,,
C100641,36,M,Selangor,B40,76,new,0,0,51.45,0.0,63,11,0.538,0.076,0,0.632,0.628,0.194,0,0,1,6.55,0.046,0.238,0,3.5,1,,,,,,,,,
C100642,48,M,Johor,B40,84,regular,3,1,47.77,170.16,53,17,0.454,0.122,0,0.373,0.478,0.143,0,0,1,11.56,0.28,0.264,164,3.4,1,,,,,,,,,
C100643,32,F,Penang,M40,464,regular,3,1,32.5,93.91,97,11,0.82,0.103,2,0.533,0.942,0.158,0,0,1,,0.428,0.0,88,4.1,1,,,,,,,,,
C100644,27,F,Selangor,B40,172,new,3,2,38.8,115.11,117,10,0.503,0.012,0,0.269,0.144,0.16,0,0,1,6.74,0.0,0.0,115,4.6,1,,,,,,,,,
C100645,29,F,Selangor,M40,359,regular,3,2,49.42,176.85,65,16,0.811,0.021,0,0.632,0.752,0.081,0,0,0,4.24,0.025,0.0,144,4.4,1,,,,,,,,,
C100646,36,M,KL,B40,338,new,2,0,37.01,82.28,11,13,0.433,0.022,0,0.648,0.423,0.028,0,0,0,8.01,0.287,0.213,70,4.0,1,,,,,,,,,
C100647,18,M,Terengganu,M40,212,loyal,7,1,52.64,408.29,41,23,0.493,0.044,0,0.437,0.488,0.14,1,0,0,7.7,0.264,0.0,162,5.0,1,,,,,,,,,
C100648,31,F,Perak,T20,98,new,4,1,26.91,107.84,22,15,0.162,0.057,0,0.257,0.189,0.105,0,0,0,9.01,0.685,0.113,84,5.0,1,,,,,,,,,
C100649,26,M,Johor,M40,343,new,3,1,73.12,254.27,54,7,0.591,0.029,1,0.059,0.2,0.183,1,0,1,9.42,0.551,0.202,284,2.9,1,,,,"Sangat kecewa dengan delivery, lambat sgt! And the refund process also took ages, not happy at all.  Sangat mengecewakan.","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I apologize for the delay, let me check on the status for you.'",Delivery delay & refund issues,"Sangat kecewa dengan delivery, lambat sgt! And the refund process also took ages, not happy at all.  Sangat mengecewakan.","Customer: 'My order is still not here!  It was supposed to arrive last week.' Agent: 'I apologize for the delay, let me check on the status for you.'",Delivery delay & refund issues
C100650,47,F,Selangor,M40,206,new,1,0,18.53,19.13,28,6,0.626,0.019,0,0.108,0.344,0.017,0,0,1,11.41,0.152,0.474,11,3.2,1,,,,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100651,28,M,Perak,M40,71,new,3,1,44.56,142.06,7,11,0.246,0.069,0,0.545,0.459,0.041,0,0,0,20.96,0.69,0.046,94,3.1,0,,,,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Slightly disappointed with the wait, but the product itself was okay. Shipping could be faster next time, maybe?","Customer: 'Hi, my order is still not here! It was supposed to arrive last week.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100652,45,M,Selangor,B40,142,new,0,0,41.39,0.0,20,7,0.65,0.054,0,0.523,0.586,0.271,0,0,0,10.66,0.561,0.302,0,4.7,1,,,,,,,,,
C100653,20,F,Penang,M40,47,regular,1,0,50.65,48.76,59,18,0.278,0.014,0,0.456,0.48,0.17,0,0,0,2.75,0.095,0.0,28,3.9,0,,,,,,,,,
C100654,35,M,Sarawak,T20,148,new,0,0,28.41,0.0,16,11,0.164,0.024,0,0.495,0.792,0.095,0,0,1,7.33,0.3,0.035,0,4.1,1,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay,"Sangat kecewa dengan order saya, dah lama sangat sampai!  Maybe next time, check delivery timing better, ya?",Customer: My order still hasn't arrived!  It was supposed to be here last week.,Delivery delay
C100655,33,M,Johor,T20,220,regular,3,2,60.9,218.36,0,10,0.133,0.084,0,0.19,0.523,0.134,0,0,0,7.26,0.109,0.618,243,4.5,0,,,,,,,,,
C100656,22,F,KL,B40,190,new,2,0,35.05,72.54,33,13,0.184,0.018,0,0.612,0.615,0.0,0,0,0,3.35,0.203,0.08,26,4.1,0,,,,,,,,,
C100657,32,F,Selangor,B40,173,regular,0,0,26.7,0.0,77,24,0.797,0.118,0,0.44,0.813,0.059,0,0,1,11.99,0.416,0.0,0,3.6,0,,,,,,,,,
C100658,41,F,Selangor,M40,218,new,1,0,24.82,27.55,75,4,0.331,0.017,0,0.669,0.779,0.317,1,0,0,18.07,0.248,0.149,24,3.3,1,,,,,,,,,
C100659,27,M,Johor,M40,296,regular,2,1,42.25,78.49,46,12,0.298,0.006,0,0.37,0.365,0.186,0,0,0,4.79,0.323,0.044,83,3.9,0,,,,,,,,,
C100660,18,F,Kelantan,B40,379,regular,2,1,23.13,47.69,77,12,0.359,0.062,1,0.511,0.391,0.113,0,0,0,13.9,0.176,0.0,20,4.7,1,,,,,,,,,
C100661,30,M,KL,B40,414,loyal,3,2,83.55,209.21,18,19,0.565,0.034,0,0.306,0.404,0.076,0,0,0,12.64,0.254,0.322,121,2.9,0,,,,,,,,,
C100662,22,M,Perak,B40,112,new,1,0,52.55,59.01,86,10,0.668,0.296,0,0.227,0.32,0.07,0,0,0,8.47,0.129,0.046,61,3.8,0,,,,,,,,,
C100663,27,F,Sabah,B40,442,loyal,4,2,84.33,399.26,2,16,0.144,0.068,0,0.335,0.874,0.154,0,0,0,11.19,0.413,0.115,179,2.7,0,,,,,,,,,
C100664,29,F,Selangor,B40,206,regular,4,2,73.88,247.55,14,13,0.177,0.12,1,0.273,0.663,0.151,0,0,1,5.84,0.369,0.381,88,4.7,0,,,,"Sangat kecewa dengan order last time, lambat sangat! Hopefully next time delivery cepat sikit.","Customer: 'My order is still not here! I ordered it 2 weeks ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay,"Sangat kecewa dengan order last time, lambat sangat! Hopefully next time delivery cepat sikit.","Customer: 'My order is still not here! I ordered it 2 weeks ago.' Agent: 'I'm so sorry for the delay, let me check on that for you.'",Delivery delay
C100665,18,M,Selangor,B40,158,new,1,0,32.18,35.16,110,10,0.882,0.027,0,0.223,0.533,0.076,0,0,1,13.94,0.0,0.0,12,2.9,1,,,,"Sangat kecewa dengan order saya. Took so long to arrive, and the packaging was damaged.  Maybe next time lah.",Customer: My order is still not here!  It's been ages.,Delivery delay,"Sangat kecewa dengan order saya. Took so long to arrive, and the packaging was damaged.  Maybe next time lah.",Customer: My order is still not here!  It's been ages.,Delivery delay
C100666,18,M,KL,B40,87,regular,2,1,29.84,68.29,56,19,0.435,0.143,1,0.52,0.799,0.138,0,0,0,13.92,0.384,0.104,76,3.0,1,,,,,,,,,
C100667,34,F,Sabah,T20,281,loyal,8,3,17.43,117.66,66,24,0.383,0.019,1,0.255,0.532,0.061,0,0,0,9.38,0.0,0.0,122,4.7,1,,,,,,,,,
C100668,25,F,Johor,B40,274,regular,7,1,35.09,220.75,45,18,0.694,0.259,2,0.656,0.527,0.166,2,0,1,9.41,0.159,0.367,159,3.4,0,,,,"Sangat kecewa dengan delivery, lambat sangat! And the refund process was a bit slow too, tak selesaikan cepat.","Customer: 'My order is still not here! It was supposed to arrive a week ago.' Agent: 'I apologize for the delay, let me check on the tracking details.'",Delivery issues & refund delays,"Sangat kecewa dengan delivery, lambat sangat! And the refund process was a bit slow too, tak selesaikan cepat.","Customer: 'My order is still not here! It was supposed to arrive a week ago.' Agent: 'I apologize for the delay, let me check on the tracking details.'",Delivery issues & refund delays
C100669,18,F,Sarawak,B40,132,regular,7,1,75.04,502.56,77,17,0.296,0.065,0,0.666,0.859,0.057,0,0,0,4.97,0.217,0.316,561,2.8,0,,,,"Sangat kecewa dengan lambatnya pengiriman, dah lama sgt!  Takde apa-apa yang dibeli dalam sebulan ni, maybe sebab tu.","Customer:  Saya dah tunggu order saya sebulan!  Agent:  Maafkan lambatnya, kami sedang selesaikan masalah pengangkutan.",Long delivery times,"Sangat kecewa dengan lambatnya pengiriman, dah lama sgt!  Takde apa-apa yang dibeli dalam sebulan ni, maybe sebab tu.","Customer:  Saya dah tunggu order saya sebulan!  Agent:  Maafkan lambatnya, kami sedang selesaikan masalah pengangkutan.",Long delivery times
C100670,37,M,Kelantan,,135,regular,5,1,30.27,171.74,89,14,0.391,0.065,0,0.166,0.395,0.0,0,0,0,11.86,0.182,0.0,66,4.5,0,,,,,,,,,
C100671,32,F,Sarawak,B40,185,new,2,1,33.82,67.46,91,13,0.421,0.204,0,0.653,1.0,0.116,0,0,0,7.44,0.058,0.148,23,4.2,0,,,,,,,,,
C100672,24,M,Terengganu,T20,156,premium,8,3,43.3,296.1,26,23,0.221,0.009,0,0.567,0.608,0.224,0,0,1,7.7,0.378,0.382,219,5.0,1,,,,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde pulak apa-apa notif pasal order.",Customer:  My order is still not here!  It was supposed to arrive last week.,Delivery delay,"Sangat kecewa dengan tempoh penghantaran, dah lama sangat!  Takde pulak apa-apa notif pasal order.",Customer:  My order is still not here!  It was supposed to arrive last week.,Delivery delay
C100673,18,F,Sarawak,T20,108,new,3,1,41.51,112.39,75,12,0.42,0.079,0,0.257,0.138,0.357,0,0,0,11.85,0.0,0.352,112,3.2,1,,,,,,,,,
C100674,38,M,Pahang,B40,78,new,2,0,57.1,112.71,94,9,0.507,0.049,0,0.458,0.786,0.13,0,0,0,6.4,0.373,0.0,41,3.4,1,,,,"Sangat kecewa dengan order saya, dah lama sangat!  Takde apa-apa berita pasal delivery, macam hilang je.  Maybe next time try another shop.",Customer:  Saya dah 94 hari tak order apa-apa!  Where's my order?,Long time no order,"Sangat kecewa dengan order saya, dah lama sangat!  Takde apa-apa berita pasal delivery, macam hilang je.  Maybe next time try another shop.",Customer:  Saya dah 94 hari tak order apa-apa!  Where's my order?,Long time no order
C100675,33,F,Pahang,B40,445,new,3,1,21.24,51.98,49,7,0.681,0.116,0,0.494,0.587,0.0,0,0,0,5.19,0.0,0.439,32,3.6,0,,,,,,,,,
C100676,51,F,Sarawak,B40,142,regular,4,2,25.24,106.25,45,19,0.416,0.122,0,0.417,0.143,0.075,0,0,0,12.73,0.221,0.007,45,4.8,1,,,,,,,,,
C100677,34,M,Pahang,B40,273,loyal,4,2,74.86,242.58,75,19,0.326,0.105,0,0.117,0.141,0.1,0,0,0,3.47,0.096,0.213,230,2.7,1,,,,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay,"Sangat kecewa dengan lambatnya penghantaran.  Saya dah lama tak order, harap next time lebih pantas.",Customer:  My order still hasn't arrived!  It's been ages.,Delivery delay
C100678,33,M,Terengganu,B40,311,loyal,6,4,57.51,383.83,64,21,0.444,0.0,0,0.412,0.663,0.118,2,0,1,11.43,0.117,0.16,207,3.6,0,,,,"Sangat kecewa dengan delivery, lambat pulak!  Next time, harap lebih cepat sikit.  (Very disappointed with the delivery, it's slow too! Next time, hope it's faster.)","Customer: My order is still not here!  Agent:  I'm so sorry for the delay, let me check on that for you.",Late delivery,"Sangat kecewa dengan delivery, lambat pulak!  Next time, harap lebih cepat sikit.  (Very disappointed with the delivery, it's slow too! Next time, hope it's faster.)","Customer: My order is still not here!  Agent:  I'm so sorry for the delay, let me check on that for you.",Late delivery
C100679,28,F,Johor,B40,282,loyal,5,1,40.63,222.15,28,23,0.204,0.081,1,0.19,0.688,0.054,0,0,1,4.79,0.122,0.129,176,4.2,1,"Sangat kecewa dengan order lepas ni, lambat sangat!  Takde pulak notification pasal delivery.  Hopefully next time delivery cepat.","Customer:  My order is still not here!  It was supposed to arrive last week.
Agent:  I'm so sorry for the delay, let me check on that for you.",Refund issue,"Sangat kecewa dengan order lepas ni, lambat sikit.  Takde pulak notification pasal delivery, susah sangat nak check.",Customer: 'My order is still not here!  It was supposed to arrive last week.',Refund issue,"Sangat kecewa dengan order lepas ni, lambat sikit.  Takde pulak notification pasal delivery, susah sangat nak check.",Customer: 'My order is still not here!  It was supposed to arrive last week.',Refund issue
