customer_id,chat_log,chat_sentiment_score,chat_length,has_negative_keywords
CUST000766,Can you tell me more about this product? I need assistance.,0.554,59,False
CUST000767,Your website is easy to use and checkout was smooth. Thank you.,0.925,63,False
CUST000768,I paid for express shipping but it's been delayed. Can someone respond?,0.028,71,False
CUST000769,What payment methods do you accept? Please help.,0.461,48,False
CUST000770,I've been a customer for years and this is how you treat me? Thank you.,0.281,71,False
CUST000771,What are your business hours? I need assistance.,0.469,48,False
CUST000772,Why is my order still pending? I placed it 2 weeks ago! Can someone respond?,0.166,76,False
CUST000773,I'd like to know about your loyalty program. Thank you.,0.4,55,False
CUST000774,Your customer service is terrible. No one responds to my emails. I need assistance.,0.221,83,True
CUST000775,Your customer service team is amazing! Please help.,0.791,51,False
CUST000776,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.074,95,True
CUST000777,I want a refund immediately. This is the worst experience ever. Please help.,0.117,76,True
CUST000778,The website is broken and I can't complete my purchase. Can someone respond?,0.031,76,True
CUST000779,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.269,86,True
CUST000780,The product quality is terrible. I'm very disappointed. Thank you.,0.103,66,True
CUST000781,I've called multiple times but no one helps me. Thank you.,0.165,58,False
CUST000782,Can I change my order before it ships? Thank you.,0.545,49,False
CUST000783,Your website is easy to use and checkout was smooth. I need assistance.,0.776,71,False
CUST000784,Great prices and fast shipping. Very satisfied! Can someone respond?,0.835,68,False
CUST000785,Can you help me with product recommendations? Please help.,0.441,58,False
CUST000786,Can you help me with product recommendations? Can someone respond?,0.477,66,False
CUST000787,Thank you for resolving my issue so quickly. Can someone respond?,0.946,65,False
CUST000788,The product quality is excellent. Highly recommend! Please help.,0.937,64,False
CUST000789,I've been a customer for years and this is how you treat me? Thank you.,0.017,71,False
CUST000790,What are your business hours? Please help.,0.421,42,False
CUST000791,I want to subscribe to your newsletter. Please help.,0.463,52,False
CUST000792,The product quality is excellent. Highly recommend! Please help.,0.894,64,False
CUST000793,I love the variety of products you offer. Thank you.,0.808,52,False
CUST000794,My package was damaged and you're refusing to help. I need assistance.,0.27,70,True
CUST000795,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.968,87,False
CUST000796,Your customer service team is amazing! Please help.,0.879,51,False
CUST000797,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.277,85,True
CUST000798,My package was damaged and you're refusing to help. I need assistance.,0.206,70,True
CUST000799,I need help with my account settings. Looking forward to your reply.,0.531,68,False
CUST000800,What are your business hours? I need assistance.,0.551,48,False
CUST000801,I love your service! Keep up the great work. I need assistance.,0.903,63,False
CUST000802,The product quality is excellent. Highly recommend! I need assistance.,0.849,70,False
CUST000803,The delivery was super fast. I'm very happy! Can someone respond?,0.774,65,False
CUST000804,I want a refund immediately. This is the worst experience ever. Can someone respond?,0.104,84,True
CUST000805,The delivery was super fast. I'm very happy! Can someone respond?,0.801,65,False
CUST000806,Your return policy is confusing and unfair. I need assistance.,0.285,62,False
CUST000807,Thank you for resolving my issue so quickly. Please help.,0.92,57,False
CUST000808,I have a question about shipping options. Can someone respond?,0.463,62,False
CUST000809,The product quality is excellent. Highly recommend! Can someone respond?,0.86,72,False
CUST000810,Thank you so much! The product exceeded my expectations. Can someone respond?,0.85,77,False
CUST000811,I love your service! Keep up the great work. Please help.,0.985,57,False
CUST000812,What payment methods do you accept? Looking forward to your reply.,0.507,66,False
CUST000813,I'm looking for a gift for my friend. I need assistance.,0.593,56,False
CUST000814,The website is broken and I can't complete my purchase. Can someone respond?,0.016,76,True
CUST000815,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.146,91,False
CUST000816,"Hi, I'd like to check the status of my order. I need assistance.",0.476,64,False
CUST000817,I'm interested in bulk ordering. Thank you.,0.515,43,False
CUST000818,Great prices and fast shipping. Very satisfied! Thank you.,0.899,58,False
CUST000819,I have a question about shipping options. Thank you.,0.476,52,False
CUST000820,Your customer service team is amazing! Thank you.,0.789,49,False
CUST000821,I'd like to know about your loyalty program. Can someone respond?,0.472,65,False
CUST000822,The product I received was completely different from what I ordered. Looking forward to your reply.,0.239,99,False
CUST000823,I love the variety of products you offer. I need assistance.,0.8,60,False
CUST000824,I have a question about shipping options. I need assistance.,0.522,60,False
CUST000825,This is the best online shopping experience I've had. I need assistance.,0.819,72,False
CUST000826,Your website is easy to use and checkout was smooth. Can someone respond?,0.722,73,False
CUST000827,The product quality is terrible. I'm very disappointed. I need assistance.,0.012,74,True
CUST000828,I need to update my delivery address. I need assistance.,0.573,56,False
CUST000829,I have a question about shipping options. I need assistance.,0.426,60,False
CUST000830,My package was damaged and you're refusing to help. Looking forward to your reply.,0.02,82,True
CUST000831,I've called multiple times but no one helps me. Please help.,0.223,60,False
CUST000832,I've been a customer for years and this is how you treat me? I need assistance.,0.236,79,False
CUST000833,I'd like to know about your loyalty program. Thank you.,0.564,55,False
CUST000834,Can you tell me more about this product? I need assistance.,0.434,59,False
CUST000835,Can you tell me more about this product? Looking forward to your reply.,0.452,71,False
CUST000836,Your customer service is terrible. No one responds to my emails. I need assistance.,0.288,83,True
CUST000837,I've been waiting for my order for 3 weeks! This is unacceptable. Thank you.,0.177,76,True
CUST000838,"Hi, I'd like to check the status of my order. Please help.",0.49,58,False
CUST000839,The packaging was perfect and the product arrived safely. I need assistance.,0.872,76,False
CUST000840,I'm looking for a gift for my friend. Looking forward to your reply.,0.44,68,False
CUST000841,I'm extremely frustrated with this service. Please help.,0.192,56,True
CUST000842,I love the variety of products you offer. Please help.,0.896,54,False
CUST000843,I appreciate the quick response to my inquiry. Looking forward to your reply.,0.902,77,False
CUST000844,I'm impressed with your customer service. Can someone respond?,0.788,62,False
CUST000845,I've been a customer for years and this is how you treat me? Please help.,0.133,73,False
CUST000846,I have a question about shipping options. Thank you.,0.591,52,False
CUST000847,Can you help me with product recommendations? Looking forward to your reply.,0.507,76,False
CUST000848,I appreciate the quick response to my inquiry. Thank you.,0.862,57,False
CUST000849,What payment methods do you accept? Can someone respond?,0.583,56,False
CUST000850,Your customer service team is amazing! Please help.,0.72,51,False
CUST000851,"Hi, I'd like to check the status of my order. Please help.",0.497,58,False
CUST000852,The product quality is terrible. I'm very disappointed. I need assistance.,0.086,74,True
CUST000853,The product I received was completely different from what I ordered. I need assistance.,0.262,87,False
CUST000854,Great prices and fast shipping. Very satisfied! Looking forward to your reply.,0.826,78,False
CUST000855,I've been a customer for years and this is how you treat me? Thank you.,0.135,71,False
CUST000856,The product quality is excellent. Highly recommend! Please help.,0.783,64,False
CUST000857,What are your business hours? Thank you.,0.56,40,False
CUST000858,I have a question about shipping options. Thank you.,0.455,52,False
CUST000859,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.059,85,True
CUST000860,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.047,94,True
CUST000861,The packaging was perfect and the product arrived safely. Can someone respond?,0.912,78,False
CUST000862,I'm looking for a gift for my friend. Looking forward to your reply.,0.412,68,False
CUST000863,I want a refund immediately. This is the worst experience ever. I need assistance.,0.003,82,True
CUST000864,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.095,95,True
CUST000865,Why is my order still pending? I placed it 2 weeks ago! Thank you.,0.128,66,False
CUST000866,Thank you for resolving my issue so quickly. Can someone respond?,0.978,65,False
CUST000867,I'm looking for a gift for my friend. Can someone respond?,0.561,58,False
CUST000868,This is the best online shopping experience I've had. Thank you.,0.766,64,False
CUST000869,The delivery was super fast. I'm very happy! Can someone respond?,0.776,65,False
CUST000870,The packaging was perfect and the product arrived safely. Looking forward to your reply.,0.855,88,False
CUST000871,The packaging was perfect and the product arrived safely. I need assistance.,0.706,76,False
CUST000872,What payment methods do you accept? Looking forward to your reply.,0.48,66,False
CUST000873,I've been a customer for years and this is how you treat me? Please help.,0.284,73,False
CUST000874,The packaging was perfect and the product arrived safely. Looking forward to your reply.,0.969,88,False
CUST000875,What payment methods do you accept? Please help.,0.425,48,False
CUST000876,The website is broken and I can't complete my purchase. Thank you.,0.144,66,True
CUST000877,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.124,81,False
CUST000878,Your return policy is confusing and unfair. Can someone respond?,0.254,64,False
CUST000879,I'm so satisfied with my purchase. Thank you! Looking forward to your reply.,0.817,76,False
CUST000880,The delivery was super fast. I'm very happy! Can someone respond?,0.773,65,False
CUST000881,I paid for express shipping but it's been delayed. Looking forward to your reply.,0.132,81,False
CUST000882,This is ridiculous. I'm never shopping here again. Please help.,0.064,63,False
CUST000883,Thank you for resolving my issue so quickly. Please help.,0.704,57,False
CUST000884,Can you help me with product recommendations? Can someone respond?,0.517,66,False
CUST000885,I've been a customer for years and this is how you treat me? Please help.,0.243,73,False
CUST000886,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.082,91,False
CUST000887,Your website is easy to use and checkout was smooth. Thank you.,0.891,63,False
CUST000888,I'd like to know about your loyalty program. Can someone respond?,0.574,65,False
CUST000889,I want to subscribe to your newsletter. Can someone respond?,0.523,60,False
CUST000890,I'm interested in bulk ordering. Please help.,0.425,45,False
CUST000891,"Hi, I'd like to check the status of my order. Can someone respond?",0.522,66,False
CUST000892,I want a refund immediately. This is the worst experience ever. Please help.,0.082,76,True
CUST000893,I'm extremely frustrated with this service. Looking forward to your reply.,0.193,74,True
CUST000894,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.079,68,False
CUST000895,The packaging was perfect and the product arrived safely. I need assistance.,0.782,76,False
CUST000896,What's the return policy for electronics? Looking forward to your reply.,0.529,72,False
CUST000897,Your website is easy to use and checkout was smooth. I need assistance.,0.776,71,False
CUST000898,I've called multiple times but no one helps me. Thank you.,0.05,58,False
CUST000899,This is ridiculous. I'm never shopping here again. I need assistance.,0.217,69,False
CUST000900,Your customer service is terrible. No one responds to my emails. Please help.,0.155,77,True
CUST000901,Your customer service is terrible. No one responds to my emails. Thank you.,0.109,75,True
CUST000902,"Hi, I'd like to check the status of my order. Please help.",0.451,58,False
CUST000903,Your return policy is confusing and unfair. Looking forward to your reply.,0.111,74,False
CUST000904,This is ridiculous. I'm never shopping here again. Can someone respond?,0.099,71,False
CUST000905,The product I received was completely different from what I ordered. Can someone respond?,0.12,89,False
CUST000906,The product quality is excellent. Highly recommend! Thank you.,0.787,62,False
CUST000907,Can I change my order before it ships? Looking forward to your reply.,0.445,69,False
CUST000908,Your customer service team is amazing! Please help.,0.798,51,False
CUST000909,I'm so satisfied with my purchase. Thank you! Can someone respond?,0.897,66,False
CUST000910,Can you tell me more about this product? Thank you.,0.504,51,False
CUST000911,The customer support chat keeps disconnecting. I need assistance.,0.198,65,False
CUST000912,Why is my order still pending? I placed it 2 weeks ago! Thank you.,0.288,66,False
CUST000913,This is the best online shopping experience I've had. I need assistance.,0.74,72,False
CUST000914,I'm looking for a gift for my friend. Please help.,0.532,50,False
CUST000915,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.231,85,True
CUST000916,I need to update my delivery address. Looking forward to your reply.,0.406,68,False
CUST000917,I've been waiting for my order for 3 weeks! This is unacceptable. Thank you.,0.129,76,True
CUST000918,I'd like to know about your loyalty program. I need assistance.,0.589,63,False
CUST000919,Thank you for resolving my issue so quickly. Please help.,0.973,57,False
CUST000920,The delivery was super fast. I'm very happy! I need assistance.,0.86,63,False
CUST000921,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.115,95,True
CUST000922,The product quality is excellent. Highly recommend! Thank you.,0.978,62,False
CUST000923,I've been waiting for my order for 3 weeks! This is unacceptable. I need assistance.,0.006,84,True
CUST000924,What's the return policy for electronics? Looking forward to your reply.,0.54,72,False
CUST000925,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.075,85,True
CUST000926,I'm impressed with your customer service. Can someone respond?,0.821,62,False
CUST000927,Your website is easy to use and checkout was smooth. Can someone respond?,0.763,73,False
CUST000928,I love your service! Keep up the great work. Can someone respond?,0.816,65,False
CUST000929,Your customer service team is amazing! I need assistance.,0.723,57,False
CUST000930,I want a refund immediately. This is the worst experience ever. I need assistance.,0.085,82,True
CUST000931,I love the variety of products you offer. Looking forward to your reply.,0.715,72,False
CUST000932,I love your service! Keep up the great work. Can someone respond?,0.704,65,False
CUST000933,Your website is easy to use and checkout was smooth. Looking forward to your reply.,0.974,83,False
CUST000934,Great prices and fast shipping. Very satisfied! I need assistance.,0.847,66,False
CUST000935,Your customer service is terrible. No one responds to my emails. Please help.,0.05,77,True
CUST000936,Your customer service is terrible. No one responds to my emails. I need assistance.,0.226,83,True
CUST000937,Thank you so much! The product exceeded my expectations. Please help.,0.985,69,False
CUST000938,The product quality is excellent. Highly recommend! Looking forward to your reply.,0.91,82,False
CUST000939,Your customer service is terrible. No one responds to my emails. I need assistance.,0.135,83,True
CUST000940,What's the return policy for electronics? Looking forward to your reply.,0.572,72,False
CUST000941,Your website is easy to use and checkout was smooth. Looking forward to your reply.,0.905,83,False
CUST000942,I'm impressed with your customer service. Thank you.,0.975,52,False
CUST000943,I appreciate the quick response to my inquiry. Can someone respond?,0.85,67,False
CUST000944,I'd like to know about your loyalty program. I need assistance.,0.511,63,False
CUST000945,What are your business hours? Can someone respond?,0.415,50,False
CUST000946,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.859,87,False
CUST000947,This is ridiculous. I'm never shopping here again. Thank you.,0.282,61,False
CUST000948,I paid for express shipping but it's been delayed. I need assistance.,0.267,69,False
CUST000949,Your return policy is confusing and unfair. Thank you.,0.126,54,False
CUST000950,Why is my order still pending? I placed it 2 weeks ago! Thank you.,0.056,66,False
CUST000951,This is the best online shopping experience I've had. Please help.,0.732,66,False
CUST000952,The delivery was super fast. I'm very happy! Please help.,0.886,57,False
CUST000953,The product I received was completely different from what I ordered. Please help.,0.215,81,False
CUST000954,I'm looking for a gift for my friend. Please help.,0.548,50,False
CUST000955,I love your service! Keep up the great work. Thank you.,0.773,55,False
CUST000956,Can you explain your warranty policy? Looking forward to your reply.,0.563,68,False
CUST000957,What are your business hours? I need assistance.,0.556,48,False
CUST000958,The product I received was completely different from what I ordered. Please help.,0.075,81,False
CUST000959,Thank you so much! The product exceeded my expectations. Can someone respond?,0.779,77,False
CUST000960,Thank you for resolving my issue so quickly. Looking forward to your reply.,0.866,75,False
CUST000961,My package was damaged and you're refusing to help. Please help.,0.115,64,True
CUST000962,This is the best online shopping experience I've had. Thank you.,0.765,64,False
CUST000963,I'm extremely frustrated with this service. Thank you.,0.231,54,True
CUST000964,What payment methods do you accept? I need assistance.,0.549,54,False
CUST000965,What's the return policy for electronics? Please help.,0.402,54,False
CUST000966,This is ridiculous. I'm never shopping here again. Thank you.,0.08,61,False
CUST000967,I want a refund immediately. This is the worst experience ever. Can someone respond?,0.011,84,True
CUST000968,I've been waiting for my order for 3 weeks! This is unacceptable. Can someone respond?,0.148,86,True
CUST000969,Your return policy is confusing and unfair. I need assistance.,0.238,62,False
CUST000970,This is ridiculous. I'm never shopping here again. Thank you.,0.12,61,False
CUST000971,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.163,91,False
CUST000972,I'm interested in bulk ordering. I need assistance.,0.483,51,False
CUST000973,Why is my order still pending? I placed it 2 weeks ago! Looking forward to your reply.,0.168,86,False
CUST000974,The delivery was super fast. I'm very happy! Thank you.,0.809,55,False
CUST000975,"Hi, I'd like to check the status of my order. Can someone respond?",0.536,66,False
CUST000976,Thank you for resolving my issue so quickly. Please help.,0.823,57,False
CUST000977,I appreciate the quick response to my inquiry. Looking forward to your reply.,0.894,77,False
CUST000978,What's the return policy for electronics? Looking forward to your reply.,0.416,72,False
CUST000979,Can you help me with product recommendations? Looking forward to your reply.,0.582,76,False
CUST000980,What payment methods do you accept? I need assistance.,0.52,54,False
CUST000981,I've been a customer for years and this is how you treat me? Can someone respond?,0.127,81,False
CUST000982,I'd like to know about your loyalty program. I need assistance.,0.578,63,False
CUST000983,The product quality is terrible. I'm very disappointed. Thank you.,0.215,66,True
CUST000984,Your customer service team is amazing! Please help.,0.949,51,False
CUST000985,The product quality is terrible. I'm very disappointed. I need assistance.,0.253,74,True
CUST000986,The website is broken and I can't complete my purchase. Please help.,0.135,68,True
CUST000987,I'm looking for a gift for my friend. Please help.,0.406,50,False
CUST000988,Your return policy is confusing and unfair. Looking forward to your reply.,0.181,74,False
CUST000989,What payment methods do you accept? Can someone respond?,0.489,56,False
CUST000990,I need to update my delivery address. Can someone respond?,0.588,58,False
CUST000991,"Hi, I'd like to check the status of my order. I need assistance.",0.502,64,False
CUST000992,Can you tell me more about this product? Can someone respond?,0.477,61,False
CUST000993,I'm looking for a gift for my friend. Please help.,0.497,50,False
CUST000994,I've been a customer for years and this is how you treat me? Can someone respond?,0.02,81,False
CUST000995,I'm looking for a gift for my friend. Thank you.,0.462,48,False
CUST000996,Your website is easy to use and checkout was smooth. Please help.,0.737,65,False
CUST000997,Can you tell me more about this product? Thank you.,0.553,51,False
CUST000998,Can I change my order before it ships? Looking forward to your reply.,0.501,69,False
CUST000999,I'm impressed with your customer service. I need assistance.,0.702,60,False
CUST001000,This is the best online shopping experience I've had. Thank you.,0.977,64,False
CUST001001,Can I change my order before it ships? Please help.,0.505,51,False
CUST001002,I've been waiting for my order for 3 weeks! This is unacceptable. I need assistance.,0.204,84,True
CUST001003,The product quality is terrible. I'm very disappointed. I need assistance.,0.281,74,True
CUST001004,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.197,95,True
CUST001005,I've called multiple times but no one helps me. Can someone respond?,0.248,68,False
CUST001006,I've been a customer for years and this is how you treat me? Thank you.,0.072,71,False
CUST001007,What payment methods do you accept? Thank you.,0.452,46,False
CUST001008,I love your service! Keep up the great work. I need assistance.,0.706,63,False
CUST001009,What's the return policy for electronics? I need assistance.,0.415,60,False
CUST001010,I'm interested in bulk ordering. I need assistance.,0.52,51,False
CUST001011,What's the return policy for electronics? Thank you.,0.578,52,False
CUST001012,The website is broken and I can't complete my purchase. Looking forward to your reply.,0.27,86,True
CUST001013,I'm looking for a gift for my friend. I need assistance.,0.5,56,False
CUST001014,I want to subscribe to your newsletter. Can someone respond?,0.536,60,False
CUST001015,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.255,81,False
CUST001016,The product quality is terrible. I'm very disappointed. I need assistance.,0.189,74,True
CUST001017,Thank you for resolving my issue so quickly. I need assistance.,0.856,63,False
CUST001018,I need to update my delivery address. Thank you.,0.595,48,False
CUST001019,Thank you for resolving my issue so quickly. I need assistance.,0.904,63,False
CUST001020,I need to update my delivery address. I need assistance.,0.503,56,False
CUST001021,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.949,75,False
CUST001022,This is ridiculous. I'm never shopping here again. I need assistance.,0.08,69,False
CUST001023,I appreciate the quick response to my inquiry. I need assistance.,0.962,65,False
CUST001024,"Hi, I'd like to check the status of my order. I need assistance.",0.565,64,False
CUST001025,I'm so satisfied with my purchase. Thank you! Please help.,0.808,58,False
CUST001026,I need to update my delivery address. Looking forward to your reply.,0.524,68,False
CUST001027,I'd like to know about your loyalty program. I need assistance.,0.497,63,False
CUST001028,I'm interested in bulk ordering. I need assistance.,0.409,51,False
CUST001029,I'm impressed with your customer service. Please help.,0.972,54,False
CUST001030,I'm impressed with your customer service. I need assistance.,0.912,60,False
CUST001031,What payment methods do you accept? Please help.,0.483,48,False
CUST001032,Your website is easy to use and checkout was smooth. Thank you.,0.914,63,False
CUST001033,The website is broken and I can't complete my purchase. Please help.,0.105,68,True
CUST001034,I have a question about shipping options. Can someone respond?,0.498,62,False
CUST001035,I love the variety of products you offer. Looking forward to your reply.,0.732,72,False
CUST001036,Can I change my order before it ships? Can someone respond?,0.557,59,False
CUST001037,I'm looking for a gift for my friend. I need assistance.,0.52,56,False
CUST001038,My package was damaged and you're refusing to help. Please help.,0.151,64,True
CUST001039,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.244,91,False
CUST001040,The customer support chat keeps disconnecting. I need assistance.,0.015,65,False
CUST001041,The customer support chat keeps disconnecting. Looking forward to your reply.,0.151,77,False
CUST001042,I'd like to know about your loyalty program. Can someone respond?,0.522,65,False
CUST001043,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.447,76,False
CUST001044,The delivery was super fast. I'm very happy! Thank you.,0.88,55,False
CUST001045,I love the variety of products you offer. I need assistance.,0.972,60,False
CUST001046,I'm impressed with your customer service. I need assistance.,0.818,60,False
CUST001047,I appreciate the quick response to my inquiry. I need assistance.,0.992,65,False
CUST001048,Can you help me with product recommendations? Looking forward to your reply.,0.56,76,False
CUST001049,This is the best online shopping experience I've had. Please help.,0.914,66,False
CUST001050,Can you tell me more about this product? Looking forward to your reply.,0.449,71,False
CUST001051,Can you explain your warranty policy? I need assistance.,0.506,56,False
CUST001052,I've been waiting for my order for 3 weeks! This is unacceptable. Can someone respond?,0.136,86,True
CUST001053,Your website is easy to use and checkout was smooth. Thank you.,0.922,63,False
CUST001054,Thank you for resolving my issue so quickly. Please help.,0.824,57,False
CUST001055,Great prices and fast shipping. Very satisfied! Thank you.,0.799,58,False
CUST001056,The product I received was completely different from what I ordered. Looking forward to your reply.,0.221,99,False
CUST001057,Your return policy is confusing and unfair. I need assistance.,0.131,62,False
CUST001058,I have a question about shipping options. Thank you.,0.55,52,False
CUST001059,The product I received was completely different from what I ordered. Looking forward to your reply.,0.255,99,False
CUST001060,I'm looking for a gift for my friend. Please help.,0.581,50,False
CUST001061,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.123,81,False
CUST001062,The product quality is terrible. I'm very disappointed. Please help.,0.159,68,True
CUST001063,I appreciate the quick response to my inquiry. I need assistance.,0.864,65,False
CUST001064,Can you tell me more about this product? Thank you.,0.478,51,False
CUST001065,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.107,81,False
CUST001066,I'm interested in bulk ordering. I need assistance.,0.568,51,False
CUST001067,What's the return policy for electronics? Please help.,0.444,54,False
CUST001068,My package was damaged and you're refusing to help. Looking forward to your reply.,0.133,82,True
CUST001069,I love the variety of products you offer. Looking forward to your reply.,0.815,72,False
CUST001070,Thank you for resolving my issue so quickly. Looking forward to your reply.,0.701,75,False
CUST001071,This is ridiculous. I'm never shopping here again. I need assistance.,0.061,69,False
CUST001072,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.143,68,False
CUST001073,The customer support chat keeps disconnecting. Thank you.,0.137,57,False
CUST001074,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.287,91,False
CUST001075,I've been a customer for years and this is how you treat me? Looking forward to your reply.,0.29,91,False
CUST001076,I love the variety of products you offer. Can someone respond?,0.753,62,False
CUST001077,I love the variety of products you offer. Please help.,0.933,54,False
CUST001078,I'm interested in bulk ordering. Looking forward to your reply.,0.485,63,False
CUST001079,Your customer service team is amazing! Thank you.,0.802,49,False
CUST001080,Your customer service team is amazing! Looking forward to your reply.,0.876,69,False
CUST001081,What payment methods do you accept? Looking forward to your reply.,0.583,66,False
CUST001082,Can you explain your warranty policy? Can someone respond?,0.591,58,False
CUST001083,I appreciate the quick response to my inquiry. Looking forward to your reply.,0.769,77,False
CUST001084,I need help with my account settings. Please help.,0.53,50,False
CUST001085,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.261,68,False
CUST001086,Your website is easy to use and checkout was smooth. I need assistance.,0.784,71,False
CUST001087,This is the best online shopping experience I've had. Please help.,0.944,66,False
CUST001088,What are your business hours? Thank you.,0.582,40,False
CUST001089,I'm interested in bulk ordering. I need assistance.,0.42,51,False
CUST001090,The packaging was perfect and the product arrived safely. I need assistance.,0.717,76,False
CUST001091,I paid for express shipping but it's been delayed. Looking forward to your reply.,0.02,81,False
CUST001092,What payment methods do you accept? Please help.,0.503,48,False
CUST001093,Your return policy is confusing and unfair. Please help.,0.183,56,False
CUST001094,The website is broken and I can't complete my purchase. Please help.,0.258,68,True
CUST001095,I've called multiple times but no one helps me. Can someone respond?,0.215,68,False
CUST001096,I love the variety of products you offer. I need assistance.,0.873,60,False
CUST001097,The customer support chat keeps disconnecting. I need assistance.,0.13,65,False
CUST001098,Can you help me with product recommendations? Please help.,0.412,58,False
CUST001099,Your website is easy to use and checkout was smooth. Please help.,0.967,65,False
CUST001100,Great prices and fast shipping. Very satisfied! I need assistance.,0.774,66,False
CUST001101,"Hi, I'd like to check the status of my order. Can someone respond?",0.539,66,False
CUST001102,I'm interested in bulk ordering. I need assistance.,0.57,51,False
CUST001103,Can I change my order before it ships? Looking forward to your reply.,0.451,69,False
CUST001104,The website is broken and I can't complete my purchase. Looking forward to your reply.,0.177,86,True
CUST001105,Thank you so much! The product exceeded my expectations. Can someone respond?,0.911,77,False
CUST001106,This is ridiculous. I'm never shopping here again. Can someone respond?,0.138,71,False
CUST001107,Thank you so much! The product exceeded my expectations. Looking forward to your reply.,0.977,87,False
CUST001108,The packaging was perfect and the product arrived safely. Looking forward to your reply.,0.822,88,False
CUST001109,Thank you so much! The product exceeded my expectations. I need assistance.,0.71,75,False
CUST001110,Thank you for resolving my issue so quickly. Looking forward to your reply.,0.822,75,False
CUST001111,I'm impressed with your customer service. Please help.,0.999,54,False
CUST001112,I'm so satisfied with my purchase. Thank you! Thank you.,0.986,56,False
CUST001113,The customer support chat keeps disconnecting. Can someone respond?,0.21,67,False
CUST001114,I've called multiple times but no one helps me. Looking forward to your reply.,0.22,78,False
CUST001115,I love your service! Keep up the great work. Can someone respond?,0.892,65,False
CUST001116,I'm so satisfied with my purchase. Thank you! Can someone respond?,0.871,66,False
CUST001117,Thank you for resolving my issue so quickly. I need assistance.,0.811,63,False
CUST001118,I've been a customer for years and this is how you treat me? Thank you.,0.233,71,False
CUST001119,I've called multiple times but no one helps me. Thank you.,0.093,58,False
CUST001120,Can I change my order before it ships? Please help.,0.572,51,False
CUST001121,I love the variety of products you offer. Please help.,0.95,54,False
CUST001122,I'll definitely shop here again. Great job! Can someone respond?,0.882,64,False
CUST001123,Thank you so much! The product exceeded my expectations. I need assistance.,0.72,75,False
CUST001124,I've called multiple times but no one helps me. Please help.,0.124,60,False
CUST001125,Great prices and fast shipping. Very satisfied! Thank you.,0.733,58,False
CUST001126,I'm interested in bulk ordering. Please help.,0.492,45,False
CUST001127,Can I change my order before it ships? Please help.,0.472,51,False
CUST001128,Can you tell me more about this product? Thank you.,0.455,51,False
CUST001129,Your return policy is confusing and unfair. Please help.,0.218,56,False
CUST001130,I've been waiting for my order for 3 weeks! This is unacceptable. I need assistance.,0.042,84,True
CUST001131,Thank you for resolving my issue so quickly. I need assistance.,0.99,63,False
CUST001132,"Hi, I'd like to check the status of my order. I need assistance.",0.511,64,False
CUST001133,I've called multiple times but no one helps me. Can someone respond?,0.199,68,False
CUST001134,I'm extremely frustrated with this service. Can someone respond?,0.139,64,True
CUST001135,Your website is easy to use and checkout was smooth. Thank you.,0.77,63,False
CUST001136,What are your business hours? Can someone respond?,0.489,50,False
CUST001137,I'm extremely frustrated with this service. I need assistance.,0.266,62,True
CUST001138,I appreciate the quick response to my inquiry. Can someone respond?,0.975,67,False
CUST001139,The product quality is excellent. Highly recommend! I need assistance.,0.828,70,False
CUST001140,Can you tell me more about this product? Thank you.,0.576,51,False
CUST001141,I have a question about shipping options. Looking forward to your reply.,0.438,72,False
CUST001142,I'm looking for a gift for my friend. I need assistance.,0.424,56,False
CUST001143,Thank you for resolving my issue so quickly. Please help.,0.911,57,False
CUST001144,This is ridiculous. I'm never shopping here again. Thank you.,0.058,61,False
CUST001145,I'd like to know about your loyalty program. Looking forward to your reply.,0.563,75,False
CUST001146,I've been a customer for years and this is how you treat me? Thank you.,0.067,71,False
CUST001147,"Hi, I'd like to check the status of my order. Please help.",0.404,58,False
CUST001148,I want to subscribe to your newsletter. Can someone respond?,0.534,60,False
CUST001149,Can I change my order before it ships? Thank you.,0.463,49,False
