customer_id,review_text,review_rating,review_sentiment_score,review_length
CUST000883,Fantastic product. Exceeded expectations. 5 stars!,5,0.909,50
CUST000884,Decent product. Would consider buying again.,3,0.489,44
CUST000885,Very disappointed. Not as described. Poor customer service.,2,0.207,59
CUST000886,Very disappointed. Not as described. Poor customer service.,2,0.25,59
CUST000887,Great value and excellent quality. Highly satisfied!,4,0.889,52
CUST000888,It's fine. Nothing exceptional.,3,0.443,31
CUST000889,Decent product. Would consider buying again.,3,0.566,44
CUST000890,It's fine. Nothing exceptional.,3,0.596,31
CUST000891,Standard product. Gets the job done.,3,0.529,36
CUST000892,Customer service was unhelpful and rude.,1,0.247,40
CUST000893,Product doesn't work as advertised. Very frustrating.,2,0.255,53
CUST000894,Terrible product quality. Broke after one week. Waste of money.,1,0.156,63
CUST000895,Wonderful product. Fast delivery. Highly recommend!,4,0.724,51
CUST000896,Standard product. Gets the job done.,3,0.467,36
CUST000897,Great value and excellent quality. Highly satisfied!,4,0.761,52
CUST000898,The worst purchase I've made. Don't buy this product.,2,0.293,53
CUST000899,Customer service was unhelpful and rude.,1,0.131,40
CUST000900,Low quality and expensive. Would not recommend.,1,0.115,47
CUST000901,Not worth the price. Very disappointed.,2,0.25,39
CUST000902,It's decent for the price. Could be better.,3,0.501,43
CUST000903,Cheaply made and overpriced. Regret buying this.,1,0.222,48
CUST000904,Poor quality materials. Fell apart quickly.,1,0.226,43
CUST000905,Very disappointed. Not as described. Poor customer service.,1,0.294,59
CUST000906,High quality and great price. Very happy!,5,0.726,41
CUST000907,Decent product. Would consider buying again.,3,0.543,44
CUST000908,Outstanding product and customer service. Will buy again!,5,0.843,57
CUST000909,Wonderful product. Fast delivery. Highly recommend!,4,0.969,51
CUST000910,Fair quality. Worth the money.,3,0.454,30
CUST000911,Customer service was unhelpful and rude.,2,0.097,40
CUST000912,Customer service was unhelpful and rude.,2,0.153,40
CUST000913,Fantastic product. Exceeded expectations. 5 stars!,4,0.849,50
CUST000914,Meets basic expectations. No complaints.,3,0.48,40
CUST000915,Poor quality materials. Fell apart quickly.,2,0.111,43
CUST000916,It's decent for the price. Could be better.,3,0.415,43
CUST000917,Terrible product quality. Broke after one week. Waste of money.,2,0.122,63
CUST000918,It's decent for the price. Could be better.,3,0.489,43
CUST000919,Great value and excellent quality. Highly satisfied!,5,0.983,52
CUST000920,Perfect! Exactly as described. Love it!,4,0.78,39
CUST000921,The worst purchase I've made. Don't buy this product.,1,0.221,53
CUST000922,Amazing quality and fast shipping. Very satisfied!,5,0.836,50
CUST000923,Terrible product quality. Broke after one week. Waste of money.,2,0.03,63
CUST000924,Product is okay. Does what it's supposed to do.,3,0.541,47
CUST000925,Cheaply made and overpriced. Regret buying this.,2,0.091,48
CUST000926,High quality and great price. Very happy!,4,0.766,41
CUST000927,Fantastic product. Exceeded expectations. 5 stars!,5,0.965,50
CUST000928,Great value and excellent quality. Highly satisfied!,4,0.763,52
CUST000929,Outstanding product and customer service. Will buy again!,5,0.936,57
CUST000930,The worst purchase I've made. Don't buy this product.,1,0.152,53
CUST000931,Best purchase I've made. Great value for money.,5,0.962,47
CUST000932,Excellent product! Exceeded my expectations. Highly recommend!,4,0.79,62
CUST000933,Perfect! Exactly as described. Love it!,5,0.78,39
CUST000934,Excellent product! Exceeded my expectations. Highly recommend!,4,0.707,62
CUST000935,Poor quality materials. Fell apart quickly.,1,0.122,43
CUST000936,Very disappointed. Not as described. Poor customer service.,1,0.033,59
CUST000937,Excellent purchase. Great quality and service!,4,0.933,46
CUST000938,Excellent product! Exceeded my expectations. Highly recommend!,4,0.787,62
CUST000939,The worst purchase I've made. Don't buy this product.,1,0.188,53
CUST000940,Standard product. Gets the job done.,3,0.451,36
CUST000941,High quality and great price. Very happy!,4,0.706,41
CUST000942,Great value and excellent quality. Highly satisfied!,4,0.945,52
CUST000943,Great value and excellent quality. Highly satisfied!,4,0.713,52
CUST000944,Meets basic expectations. No complaints.,3,0.586,40
CUST000945,It's fine. Nothing exceptional.,3,0.54,31
CUST000946,High quality and great price. Very happy!,4,0.819,41
CUST000947,Customer service was unhelpful and rude.,2,0.202,40
CUST000948,Terrible product quality. Broke after one week. Waste of money.,1,0.028,63
CUST000949,Low quality and expensive. Would not recommend.,1,0.132,47
CUST000950,Not worth the price. Very disappointed.,2,0.104,39
CUST000951,Great value and excellent quality. Highly satisfied!,5,0.851,52
CUST000952,Amazing quality and fast shipping. Very satisfied!,5,0.967,50
CUST000953,The worst purchase I've made. Don't buy this product.,2,0.223,53
CUST000954,Decent product. Would consider buying again.,3,0.479,44
CUST000955,Perfect! Exactly as described. Love it!,4,0.82,39
CUST000956,Average quality. Nothing special but works fine.,3,0.499,48
CUST000957,Fair quality. Worth the money.,3,0.506,30
CUST000958,Terrible product quality. Broke after one week. Waste of money.,1,0.067,63
CUST000959,Wonderful product. Fast delivery. Highly recommend!,4,0.712,51
CUST000960,High quality and great price. Very happy!,4,0.835,41
CUST000961,Very disappointed. Not as described. Poor customer service.,2,0.251,59
CUST000962,Great value and excellent quality. Highly satisfied!,5,0.782,52
CUST000963,The worst purchase I've made. Don't buy this product.,2,0.139,53
CUST000964,Fair quality. Worth the money.,3,0.521,30
CUST000965,Decent product. Would consider buying again.,3,0.407,44
CUST000966,The worst purchase I've made. Don't buy this product.,1,0.206,53
CUST000967,Product doesn't work as advertised. Very frustrating.,1,0.28,53
CUST000968,Arrived damaged and seller refused to help. Avoid!,2,0.231,50
CUST000969,Cheaply made and overpriced. Regret buying this.,2,0.139,48
CUST000970,Poor quality materials. Fell apart quickly.,2,0.185,43
CUST000971,Cheaply made and overpriced. Regret buying this.,2,0.231,48
CUST000972,It's decent for the price. Could be better.,3,0.586,43
CUST000973,Arrived damaged and seller refused to help. Avoid!,2,0.237,50
CUST000974,Excellent product! Exceeded my expectations. Highly recommend!,5,0.806,62
CUST000975,It's fine. Nothing exceptional.,3,0.44,31
CUST000976,Best purchase I've made. Great value for money.,5,0.969,47
CUST000977,Best purchase I've made. Great value for money.,4,0.992,47
CUST000978,Product is okay. Does what it's supposed to do.,3,0.512,47
CUST000979,Product is okay. Does what it's supposed to do.,3,0.435,47
CUST000980,Average purchase. No major issues.,3,0.418,34
CUST000981,Customer service was unhelpful and rude.,2,0.17,40
CUST000982,Average quality. Nothing special but works fine.,3,0.561,48
CUST000983,Terrible product quality. Broke after one week. Waste of money.,2,0.025,63
CUST000984,Wonderful product. Fast delivery. Highly recommend!,5,0.712,51
CUST000985,Poor quality materials. Fell apart quickly.,1,0.0,43
CUST000986,Cheaply made and overpriced. Regret buying this.,2,0.282,48
CUST000987,It's fine. Nothing exceptional.,3,0.487,31
CUST000988,Customer service was unhelpful and rude.,1,0.184,40
CUST000989,Average quality. Nothing special but works fine.,3,0.6,48
CUST000990,Product is okay. Does what it's supposed to do.,3,0.411,47
CUST000991,Average quality. Nothing special but works fine.,3,0.488,48
CUST000992,Fair quality. Worth the money.,3,0.45,30
CUST000993,Average quality. Nothing special but works fine.,3,0.51,48
CUST000994,Cheaply made and overpriced. Regret buying this.,1,0.293,48
CUST000995,Fair quality. Worth the money.,3,0.582,30
CUST000996,Fantastic product. Exceeded expectations. 5 stars!,5,0.957,50
CUST000997,Decent product. Would consider buying again.,3,0.552,44
CUST000998,Meets basic expectations. No complaints.,3,0.403,40
CUST000999,High quality and great price. Very happy!,5,0.995,41
CUST001000,Fantastic product. Exceeded expectations. 5 stars!,4,0.742,50
CUST001001,Okay product. Satisfied but not thrilled.,3,0.463,41
CUST001002,Terrible product quality. Broke after one week. Waste of money.,1,0.226,63
CUST001003,Not worth the price. Very disappointed.,2,0.242,39
CUST001004,Terrible product quality. Broke after one week. Waste of money.,1,0.149,63
CUST001005,Cheaply made and overpriced. Regret buying this.,1,0.115,48
CUST001006,Product doesn't work as advertised. Very frustrating.,1,0.05,53
CUST001007,It's fine. Nothing exceptional.,3,0.502,31
CUST001008,Great value and excellent quality. Highly satisfied!,5,0.775,52
CUST001009,It's fine. Nothing exceptional.,3,0.564,31
CUST001010,It's decent for the price. Could be better.,3,0.536,43
CUST001011,Average purchase. No major issues.,3,0.448,34
CUST001012,Product doesn't work as advertised. Very frustrating.,1,0.25,53
CUST001013,Okay product. Satisfied but not thrilled.,3,0.492,41
CUST001014,Product is okay. Does what it's supposed to do.,3,0.494,47
CUST001015,Product doesn't work as advertised. Very frustrating.,2,0.262,53
CUST001016,Arrived damaged and seller refused to help. Avoid!,1,0.09,50
CUST001017,High quality and great price. Very happy!,5,0.752,41
CUST001018,Product is okay. Does what it's supposed to do.,3,0.466,47
CUST001019,Wonderful product. Fast delivery. Highly recommend!,5,0.918,51
CUST001020,It's fine. Nothing exceptional.,3,0.466,31
CUST001021,Excellent purchase. Great quality and service!,5,0.782,46
CUST001022,The worst purchase I've made. Don't buy this product.,2,0.29,53
CUST001023,High quality and great price. Very happy!,5,0.725,41
CUST001024,Average quality. Nothing special but works fine.,3,0.408,48
CUST001025,High quality and great price. Very happy!,5,0.829,41
CUST001026,Average quality. Nothing special but works fine.,3,0.429,48
CUST001027,Standard product. Gets the job done.,3,0.596,36
CUST001028,Standard product. Gets the job done.,3,0.569,36
CUST001029,Perfect! Exactly as described. Love it!,4,0.793,39
CUST001030,Excellent product! Exceeded my expectations. Highly recommend!,5,0.757,62
CUST001031,It's decent for the price. Could be better.,3,0.447,43
CUST001032,Excellent product! Exceeded my expectations. Highly recommend!,4,0.874,62
CUST001033,Not worth the price. Very disappointed.,2,0.258,39
CUST001034,Average quality. Nothing special but works fine.,3,0.585,48
CUST001035,Excellent purchase. Great quality and service!,5,0.946,46
CUST001036,Fair quality. Worth the money.,3,0.475,30
CUST001037,It's fine. Nothing exceptional.,3,0.521,31
CUST001038,The worst purchase I've made. Don't buy this product.,2,0.139,53
CUST001039,Terrible product quality. Broke after one week. Waste of money.,2,0.233,63
CUST001040,Low quality and expensive. Would not recommend.,2,0.224,47
CUST001041,Very disappointed. Not as described. Poor customer service.,1,0.148,59
CUST001042,It's fine. Nothing exceptional.,3,0.431,31
CUST001043,Meets basic expectations. No complaints.,3,0.458,40
CUST001044,Fantastic product. Exceeded expectations. 5 stars!,4,0.798,50
CUST001045,Outstanding product and customer service. Will buy again!,4,0.809,57
CUST001046,Best purchase I've made. Great value for money.,4,0.903,47
CUST001047,Great value and excellent quality. Highly satisfied!,5,0.973,52
CUST001048,Okay product. Satisfied but not thrilled.,3,0.505,41
CUST001049,Amazing quality and fast shipping. Very satisfied!,5,0.831,50
CUST001050,Decent product. Would consider buying again.,3,0.402,44
CUST001051,Meets basic expectations. No complaints.,3,0.518,40
CUST001052,Customer service was unhelpful and rude.,1,0.154,40
CUST001053,Excellent purchase. Great quality and service!,5,0.912,46
CUST001054,Excellent purchase. Great quality and service!,5,0.929,46
CUST001055,Great value and excellent quality. Highly satisfied!,4,0.727,52
CUST001056,Cheaply made and overpriced. Regret buying this.,1,0.23,48
CUST001057,Very disappointed. Not as described. Poor customer service.,2,0.121,59
CUST001058,Average purchase. No major issues.,3,0.502,34
CUST001059,Cheaply made and overpriced. Regret buying this.,1,0.13,48
CUST001060,Okay product. Satisfied but not thrilled.,3,0.58,41
CUST001061,The worst purchase I've made. Don't buy this product.,1,0.297,53
CUST001062,Poor quality materials. Fell apart quickly.,1,0.097,43
CUST001063,High quality and great price. Very happy!,5,0.883,41
CUST001064,Fair quality. Worth the money.,3,0.502,30
CUST001065,Product doesn't work as advertised. Very frustrating.,1,0.087,53
CUST001066,Product is okay. Does what it's supposed to do.,3,0.505,47
CUST001067,Fair quality. Worth the money.,3,0.474,30
CUST001068,Arrived damaged and seller refused to help. Avoid!,1,0.227,50
CUST001069,Best purchase I've made. Great value for money.,4,0.98,47
CUST001070,Excellent purchase. Great quality and service!,4,0.774,46
CUST001071,Low quality and expensive. Would not recommend.,1,0.054,47
CUST001072,Product doesn't work as advertised. Very frustrating.,1,0.286,53
CUST001073,Arrived damaged and seller refused to help. Avoid!,2,0.021,50
CUST001074,Terrible product quality. Broke after one week. Waste of money.,2,0.058,63
CUST001075,Product doesn't work as advertised. Very frustrating.,2,0.143,53
CUST001076,Best purchase I've made. Great value for money.,4,0.89,47
CUST001077,Outstanding product and customer service. Will buy again!,5,0.846,57
CUST001078,Fair quality. Worth the money.,3,0.521,30
CUST001079,Excellent product! Exceeded my expectations. Highly recommend!,4,0.913,62
CUST001080,Wonderful product. Fast delivery. Highly recommend!,5,0.806,51
CUST001081,Okay product. Satisfied but not thrilled.,3,0.541,41
CUST001082,It's decent for the price. Could be better.,3,0.426,43
CUST001083,Perfect! Exactly as described. Love it!,5,0.736,39
CUST001084,It's decent for the price. Could be better.,3,0.495,43
CUST001085,Arrived damaged and seller refused to help. Avoid!,1,0.087,50
CUST001086,High quality and great price. Very happy!,5,0.867,41
CUST001087,Wonderful product. Fast delivery. Highly recommend!,5,0.882,51
CUST001088,Standard product. Gets the job done.,3,0.461,36
CUST001089,It's decent for the price. Could be better.,3,0.586,43
CUST001090,Amazing quality and fast shipping. Very satisfied!,4,0.785,50
CUST001091,Cheaply made and overpriced. Regret buying this.,1,0.065,48
CUST001092,Average quality. Nothing special but works fine.,3,0.518,48
CUST001093,Product doesn't work as advertised. Very frustrating.,2,0.124,53
CUST001094,Very disappointed. Not as described. Poor customer service.,2,0.023,59
CUST001095,Customer service was unhelpful and rude.,1,0.178,40
CUST001096,Best purchase I've made. Great value for money.,4,0.962,47
CUST001097,Low quality and expensive. Would not recommend.,1,0.058,47
CUST001098,Decent product. Would consider buying again.,3,0.586,44
CUST001099,Excellent purchase. Great quality and service!,4,0.75,46
CUST001100,High quality and great price. Very happy!,4,0.901,41
CUST001101,Product is okay. Does what it's supposed to do.,3,0.518,47
CUST001102,Average purchase. No major issues.,3,0.496,34
CUST001103,Product is okay. Does what it's supposed to do.,3,0.513,47
CUST001104,Terrible product quality. Broke after one week. Waste of money.,1,0.094,63
CUST001105,Great value and excellent quality. Highly satisfied!,4,0.713,52
CUST001106,Product doesn't work as advertised. Very frustrating.,1,0.17,53
CUST001107,Amazing quality and fast shipping. Very satisfied!,5,0.933,50
CUST001108,Excellent purchase. Great quality and service!,4,0.75,46
CUST001109,Outstanding product and customer service. Will buy again!,5,0.727,57
CUST001110,Fantastic product. Exceeded expectations. 5 stars!,5,0.782,50
CUST001111,Amazing quality and fast shipping. Very satisfied!,5,0.799,50
CUST001112,Fantastic product. Exceeded expectations. 5 stars!,5,0.938,50
CUST001113,Product doesn't work as advertised. Very frustrating.,2,0.248,53
CUST001114,Very disappointed. Not as described. Poor customer service.,2,0.031,59
CUST001115,Excellent purchase. Great quality and service!,5,0.763,46
CUST001116,High quality and great price. Very happy!,5,0.963,41
CUST001117,Excellent product! Exceeded my expectations. Highly recommend!,4,0.89,62
CUST001118,Arrived damaged and seller refused to help. Avoid!,2,0.086,50
CUST001119,Low quality and expensive. Would not recommend.,2,0.27,47
CUST001120,It's decent for the price. Could be better.,3,0.571,43
CUST001121,Amazing quality and fast shipping. Very satisfied!,5,0.929,50
CUST001122,Wonderful product. Fast delivery. Highly recommend!,5,0.746,51
CUST001123,Excellent purchase. Great quality and service!,5,0.82,46
CUST001124,Terrible product quality. Broke after one week. Waste of money.,1,0.127,63
CUST001125,Excellent product! Exceeded my expectations. Highly recommend!,4,0.888,62
CUST001126,Product is okay. Does what it's supposed to do.,3,0.456,47
CUST001127,It's decent for the price. Could be better.,3,0.57,43
CUST001128,Standard product. Gets the job done.,3,0.461,36
CUST001129,Arrived damaged and seller refused to help. Avoid!,1,0.268,50
CUST001130,Not worth the price. Very disappointed.,1,0.09,39
CUST001131,High quality and great price. Very happy!,5,0.702,41
CUST001132,Meets basic expectations. No complaints.,3,0.546,40
CUST001133,Cheaply made and overpriced. Regret buying this.,2,0.064,48
CUST001134,Product doesn't work as advertised. Very frustrating.,1,0.285,53
CUST001135,Outstanding product and customer service. Will buy again!,5,0.714,57
CUST001136,Standard product. Gets the job done.,3,0.423,36
CUST001137,Cheaply made and overpriced. Regret buying this.,2,0.219,48
CUST001138,Amazing quality and fast shipping. Very satisfied!,5,0.835,50
CUST001139,Best purchase I've made. Great value for money.,4,0.927,47
CUST001140,Average purchase. No major issues.,3,0.484,34
CUST001141,Standard product. Gets the job done.,3,0.516,36
CUST001142,Okay product. Satisfied but not thrilled.,3,0.483,41
CUST001143,Best purchase I've made. Great value for money.,5,0.778,47
CUST001144,Very disappointed. Not as described. Poor customer service.,1,0.188,59
CUST001145,Okay product. Satisfied but not thrilled.,3,0.502,41
CUST001146,Customer service was unhelpful and rude.,2,0.133,40
CUST001147,It's fine. Nothing exceptional.,3,0.572,31
CUST001148,Product is okay. Does what it's supposed to do.,3,0.406,47
CUST001149,Average quality. Nothing special but works fine.,3,0.566,48
CUST001150,Great value and excellent quality. Highly satisfied!,5,0.873,52
CUST001151,Fantastic product. Exceeded expectations. 5 stars!,5,0.845,50
CUST001152,Excellent product! Exceeded my expectations. Highly recommend!,4,0.864,62
CUST001153,It's decent for the price. Could be better.,3,0.432,43
CUST001154,Perfect! Exactly as described. Love it!,5,0.725,39
CUST001155,Excellent product! Exceeded my expectations. Highly recommend!,5,0.984,62
CUST001156,Excellent purchase. Great quality and service!,5,0.946,46
CUST001157,Standard product. Gets the job done.,3,0.551,36
CUST001158,Decent product. Would consider buying again.,3,0.457,44
CUST001159,Outstanding product and customer service. Will buy again!,5,0.775,57
CUST001160,Product is okay. Does what it's supposed to do.,3,0.559,47
CUST001161,Standard product. Gets the job done.,3,0.567,36
CUST001162,The worst purchase I've made. Don't buy this product.,1,0.291,53
CUST001163,It's fine. Nothing exceptional.,3,0.428,31
CUST001164,Amazing quality and fast shipping. Very satisfied!,4,0.814,50
CUST001165,Product is okay. Does what it's supposed to do.,3,0.444,47
CUST001166,Product is okay. Does what it's supposed to do.,3,0.444,47
CUST001167,Fantastic product. Exceeded expectations. 5 stars!,5,0.871,50
CUST001168,Customer service was unhelpful and rude.,2,0.278,40
CUST001169,It's fine. Nothing exceptional.,3,0.423,31
CUST001170,The worst purchase I've made. Don't buy this product.,2,0.121,53
CUST001171,It's fine. Nothing exceptional.,3,0.462,31
CUST001172,Outstanding product and customer service. Will buy again!,5,0.913,57
CUST001173,Very disappointed. Not as described. Poor customer service.,2,0.088,59
CUST001174,Cheaply made and overpriced. Regret buying this.,1,0.257,48
CUST001175,The worst purchase I've made. Don't buy this product.,2,0.252,53
CUST001176,Excellent product! Exceeded my expectations. Highly recommend!,5,0.716,62
CUST001177,Low quality and expensive. Would not recommend.,1,0.203,47
CUST001178,Excellent purchase. Great quality and service!,4,0.874,46
CUST001179,Best purchase I've made. Great value for money.,5,0.713,47
CUST001180,Customer service was unhelpful and rude.,1,0.276,40
CUST001181,Cheaply made and overpriced. Regret buying this.,2,0.052,48
CUST001182,The worst purchase I've made. Don't buy this product.,2,0.201,53
CUST001183,Great value and excellent quality. Highly satisfied!,5,0.927,52
CUST001184,Meets basic expectations. No complaints.,3,0.403,40
CUST001185,Perfect! Exactly as described. Love it!,5,0.887,39
CUST001186,Low quality and expensive. Would not recommend.,2,0.065,47
CUST001187,Outstanding product and customer service. Will buy again!,5,0.85,57
CUST001188,The worst purchase I've made. Don't buy this product.,2,0.292,53
CUST001189,Excellent product! Exceeded my expectations. Highly recommend!,5,0.843,62
CUST001190,Fantastic product. Exceeded expectations. 5 stars!,5,0.706,50
CUST001191,Low quality and expensive. Would not recommend.,2,0.096,47
CUST001192,Product is okay. Does what it's supposed to do.,3,0.455,47
CUST001193,It's fine. Nothing exceptional.,3,0.518,31
CUST001194,Fantastic product. Exceeded expectations. 5 stars!,4,0.978,50
CUST001195,It's fine. Nothing exceptional.,3,0.596,31
CUST001196,Perfect! Exactly as described. Love it!,5,0.954,39
CUST001197,It's decent for the price. Could be better.,3,0.462,43
CUST001198,Excellent product! Exceeded my expectations. Highly recommend!,5,0.955,62
CUST001199,Outstanding product and customer service. Will buy again!,5,0.995,57
CUST001200,Cheaply made and overpriced. Regret buying this.,2,0.099,48
