customer_id,age,gender,location,membership_tier,account_age_days,recency,frequency,monetary_value,avg_order_value,total_orders,days_since_last_login,cart_abandonment_rate,email_open_rate,support_tickets,frustration_index,chat_log,chat_sentiment_score,chat_length,has_negative_keywords,review_text,review_rating,review_sentiment_score,review_length,sentiment_score_avg,text_engagement_score,total_spent_per_day,order_frequency_per_month,churn,churn_probability
CUST000626,61,Other,Rural,Silver,524,524,1,6.25,6.25,1,62,0.517,0.105,1,0.637,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.26,68,False,Low quality and expensive. Would not recommend.,2,0.13,47,0.195,0.575,0.011904761904761904,0.05415162454873647,1,0.748
CUST000627,75,Female,Urban,Gold,169,0,3,92.77,30.92,3,1,0.187,0.501,2,0.405,What's the return policy for electronics? Please help.,0.59,54,False,Fair quality. Worth the money.,3,0.464,30,0.527,0.42,0.5457058823529412,0.4522613065326633,0,0.247
CUST000628,36,Male,Suburban,Gold,382,0,4,185.81,46.45,4,8,0.251,0.458,2,0.414,I want to subscribe to your newsletter. Can someone respond?,0.497,60,False,Fair quality. Worth the money.,3,0.556,30,0.5265,0.45,0.4851436031331593,0.29126213592233013,0,0.478
CUST000629,60,Other,Suburban,Platinum,273,0,5,197.76,39.55,5,6,0.661,0.268,1,0.889,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.109,86,True,Low quality and expensive. Would not recommend.,2,0.157,47,0.133,0.665,0.7217518248175182,0.49504950495049505,0,0.462
CUST000630,34,Other,Rural,Platinum,310,0,2,103.88,51.94,2,1,0.438,0.252,5,0.943,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.083,95,True,Terrible product quality. Broke after one week. Waste of money.,2,0.28,63,0.18150000000000002,0.79,0.3340192926045016,0.1764705882352941,1,0.56
CUST000631,24,Male,Rural,Platinum,59,0,7,1001.13,143.02,7,7,0.204,0.431,1,0.462,Can you tell me more about this product? Please help.,0.416,53,False,It's fine. Nothing exceptional.,3,0.439,31,0.4275,0.42,16.6855,2.359550561797753,0,0.245
CUST000632,51,Other,Urban,Silver,384,0,3,111.65,37.22,3,7,0.247,0.64,2,0.454,"Hi, I'd like to check the status of my order. I need assistance.",0.408,64,False,It's decent for the price. Could be better.,3,0.543,43,0.47550000000000003,0.535,0.29000000000000004,0.21739130434782608,0,0.428
CUST000633,65,Male,Rural,Gold,3,0,8,1632.17,204.02,8,3,0.328,0.439,0,0.058,I'm so satisfied with my purchase. Thank you! Can someone respond?,0.895,66,False,Great value and excellent quality. Highly satisfied!,5,0.947,52,0.921,0.59,408.0425,7.2727272727272725,0,0.0
CUST000634,72,Female,Suburban,Bronze,663,0,3,267.08,89.03,3,8,0.157,0.548,0,0.183,I appreciate the quick response to my inquiry. Thank you.,0.702,57,False,Great value and excellent quality. Highly satisfied!,4,0.855,52,0.7785,0.545,0.40222891566265057,0.12987012987012986,0,0.384
CUST000635,65,Male,Rural,Bronze,591,0,4,440.86,110.22,4,7,0.567,0.411,3,0.646,This is ridiculous. I'm never shopping here again. Thank you.,0.284,61,False,Arrived damaged and seller refused to help. Avoid!,2,0.202,50,0.243,0.555,0.744695945945946,0.1932367149758454,0,0.42
CUST000636,64,Male,Suburban,Gold,173,0,2,40.2,20.1,2,9,0.221,0.616,1,0.143,Great prices and fast shipping. Very satisfied! Thank you.,0.837,58,False,Amazing quality and fast shipping. Very satisfied!,4,0.875,50,0.856,0.54,0.2310344827586207,0.2955665024630542,0,0.086
CUST000637,36,Male,Urban,Gold,450,0,6,374.87,62.48,6,1,0.001,0.898,1,0.035,I appreciate the quick response to my inquiry. Can someone respond?,0.981,67,False,Fantastic product. Exceeded expectations. 5 stars!,5,0.974,50,0.9775,0.585,0.8311973392461197,0.375,0,0.278
CUST000638,65,Female,Urban,Gold,552,0,8,1542.84,192.85,8,1,0.22,0.297,0,0.162,I'll definitely shop here again. Great job! I need assistance.,0.726,62,False,Best purchase I've made. Great value for money.,5,0.824,47,0.7749999999999999,0.545,2.7899457504520795,0.4123711340206186,0,0.044
CUST000639,66,Male,Suburban,Silver,662,0,4,244.19,61.05,4,4,0.37,0.305,1,0.12,This is the best online shopping experience I've had. I need assistance.,0.832,72,False,Amazing quality and fast shipping. Very satisfied!,4,0.957,50,0.8945,0.61,0.3683107088989442,0.17341040462427745,0,0.355
CUST000640,53,Female,Suburban,Silver,546,0,4,131.97,32.99,4,5,0.171,0.207,4,0.694,Why is my order still pending? I placed it 2 weeks ago! Looking forward to your reply.,0.154,86,False,Customer service was unhelpful and rude.,2,0.282,40,0.21799999999999997,0.63,0.24126142595978062,0.20833333333333334,0,0.328
CUST000641,62,Male,Suburban,Bronze,133,0,2,47.95,23.98,2,8,0.384,0.295,0,0.842,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.257,86,True,Terrible product quality. Broke after one week. Waste of money.,1,0.119,63,0.188,0.745,0.3578358208955224,0.36809815950920244,0,0.416
CUST000642,37,Male,Rural,Bronze,398,398,1,6.62,6.62,1,19,0.439,0.074,4,0.711,The product I received was completely different from what I ordered. Please help.,0.116,81,False,Terrible product quality. Broke after one week. Waste of money.,2,0.275,63,0.1955,0.72,0.016591478696741855,0.07009345794392523,1,0.761
CUST000643,57,Other,Suburban,Gold,297,0,2,260.25,130.12,2,3,0.005,0.127,0,0.44,What's the return policy for electronics? Please help.,0.412,54,False,Fair quality. Worth the money.,3,0.452,30,0.432,0.42,0.8733221476510067,0.18348623853211007,0,0.376
CUST000644,29,Male,Urban,Silver,216,0,3,102.31,34.1,3,9,0.453,0.115,5,0.889,The product quality is terrible. I'm very disappointed. Please help.,0.216,68,True,Arrived damaged and seller refused to help. Avoid!,2,0.282,50,0.249,0.59,0.4714746543778802,0.3658536585365854,0,0.309
CUST000645,73,Female,Suburban,Silver,520,0,8,489.22,61.15,8,6,0.272,0.367,1,0.196,The delivery was super fast. I'm very happy! Thank you.,0.781,55,False,Excellent purchase. Great quality and service!,5,0.706,46,0.7435,0.505,0.9390019193857966,0.4363636363636364,0,0.336
CUST000646,31,Female,Urban,Platinum,425,0,7,700.74,100.11,7,2,0.148,0.297,1,0.104,I appreciate the quick response to my inquiry. Please help.,0.972,59,False,Perfect! Exactly as described. Love it!,5,0.757,39,0.8645,0.49,1.6449295774647887,0.46153846153846156,0,0.066
CUST000647,58,Other,Urban,Platinum,304,0,2,284.77,142.38,2,5,0.267,0.37,2,0.438,I want to subscribe to your newsletter. I need assistance.,0.453,58,False,It's fine. Nothing exceptional.,3,0.537,31,0.495,0.445,0.9336721311475409,0.17964071856287425,0,0.313
CUST000648,53,Other,Rural,Platinum,600,0,7,357.9,51.13,7,10,0.095,0.587,2,0.178,The delivery was super fast. I'm very happy! I need assistance.,0.855,63,False,Excellent purchase. Great quality and service!,5,0.735,46,0.7949999999999999,0.545,0.5955074875207986,0.3333333333333333,0,0.278
CUST000649,74,Other,Rural,Bronze,305,305,1,9.13,9.13,1,62,0.009,0.252,0,0.384,I'd like to know about your loyalty program. Thank you.,0.518,55,False,Decent product. Would consider buying again.,3,0.496,44,0.507,0.495,0.029836601307189545,0.08955223880597016,1,0.655
CUST000650,48,Male,Suburban,Bronze,248,0,6,390.65,65.11,6,1,0.184,0.698,2,0.434,I want to subscribe to your newsletter. Can someone respond?,0.521,60,False,Meets basic expectations. No complaints.,3,0.46,40,0.49050000000000005,0.5,1.568875502008032,0.6474820143884892,0,0.158
CUST000651,55,Other,Rural,Gold,719,0,2,43.93,21.96,2,5,0.088,0.189,0,0.396,What payment methods do you accept? Please help.,0.444,48,False,It's fine. Nothing exceptional.,3,0.556,31,0.5,0.395,0.06101388888888889,0.0801068090787717,0,0.389
CUST000652,24,Female,Urban,Silver,372,0,7,333.35,47.62,7,6,0.004,0.326,0,0.405,Can you help me with product recommendations? I need assistance.,0.502,64,False,Average purchase. No major issues.,3,0.447,34,0.47450000000000003,0.49,0.8936997319034853,0.5223880597014925,0,0.341
CUST000653,59,Other,Rural,Bronze,705,705,1,58.87,58.87,1,139,0.799,0.237,3,0.908,I'm extremely frustrated with this service. Can someone respond?,0.294,64,True,Not worth the price. Very disappointed.,1,0.047,39,0.17049999999999998,0.515,0.08338526912181303,0.04081632653061224,1,0.931
CUST000654,22,Other,Rural,Bronze,478,0,2,29.45,14.72,2,10,0.077,0.259,4,0.928,Your customer service is terrible. No one responds to my emails. Can someone respond?,0.238,85,True,Terrible product quality. Broke after one week. Waste of money.,2,0.056,63,0.147,0.74,0.061482254697286014,0.11811023622047244,1,0.627
CUST000655,55,Male,Urban,Platinum,670,670,1,20.31,20.31,1,34,0.243,0.166,0,0.613,The product I received was completely different from what I ordered. Please help.,0.166,81,False,Low quality and expensive. Would not recommend.,2,0.27,47,0.21800000000000003,0.64,0.030268256333830103,0.04285714285714286,1,0.753
CUST000656,73,Male,Urban,Bronze,434,434,1,25.7,25.7,1,121,0.679,0.142,3,0.68,This is ridiculous. I'm never shopping here again. Please help.,0.201,63,False,Low quality and expensive. Would not recommend.,1,0.266,47,0.2335,0.55,0.05908045977011494,0.06465517241379311,1,0.98
CUST000657,42,Female,Suburban,Silver,111,111,1,11.91,11.91,1,31,0.257,0.195,0,0.397,Can you help me with product recommendations? Can someone respond?,0.438,66,False,Average quality. Nothing special but works fine.,3,0.561,48,0.49950000000000006,0.57,0.10633928571428572,0.2127659574468085,0,0.422
CUST000658,36,Male,Urban,Silver,646,0,10,1403.49,140.35,10,6,0.053,0.623,1,0.201,I'm impressed with your customer service. Please help.,0.81,54,False,Great value and excellent quality. Highly satisfied!,4,0.716,52,0.763,0.53,2.169227202472952,0.4437869822485207,0,0.318
CUST000659,43,Female,Urban,Gold,339,0,9,465.77,51.75,9,2,0.21,0.386,1,0.435,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.512,76,False,Standard product. Gets the job done.,3,0.401,36,0.4565,0.56,1.3699117647058823,0.7317073170731707,0,0.092
CUST000660,56,Other,Rural,Gold,698,698,1,43.05,43.05,1,88,0.267,0.257,0,0.37,What's the return policy for electronics? I need assistance.,0.584,60,False,Average quality. Nothing special but works fine.,3,0.454,48,0.519,0.54,0.06158798283261802,0.04120879120879121,1,0.651
CUST000661,67,Female,Urban,Gold,277,0,15,757.23,50.48,15,6,0.227,0.139,2,0.213,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.735,75,False,Excellent product! Exceeded my expectations. Highly recommend!,5,0.776,62,0.7555000000000001,0.685,2.7238489208633094,1.465798045602606,0,0.229
CUST000662,37,Female,Urban,Platinum,715,0,3,700.24,233.41,3,8,0.028,0.57,2,0.423,I'm looking for a gift for my friend. Please help.,0.473,50,False,Meets basic expectations. No complaints.,3,0.561,40,0.517,0.45,0.9779888268156425,0.12080536912751678,0,0.463
CUST000663,53,Male,Urban,Gold,505,0,5,118.93,23.79,5,2,0.246,0.676,3,0.667,I paid for express shipping but it's been delayed. Please help.,0.261,63,False,Arrived damaged and seller refused to help. Avoid!,1,0.229,50,0.245,0.565,0.2350395256916996,0.28037383177570097,0,0.457
CUST000664,39,Male,Suburban,Bronze,395,0,4,90.7,22.68,4,3,0.339,0.358,0,0.377,I need help with my account settings. Looking forward to your reply.,0.5,68,False,Standard product. Gets the job done.,3,0.545,36,0.5225,0.52,0.22904040404040404,0.2823529411764706,0,0.303
CUST000665,52,Male,Rural,Platinum,499,499,1,10.86,10.86,1,40,0.04,0.124,1,0.143,I'm impressed with your customer service. Looking forward to your reply.,0.846,72,False,Excellent purchase. Great quality and service!,4,0.862,46,0.854,0.59,0.02172,0.05671077504725898,1,0.558
CUST000666,28,Other,Urban,Silver,703,0,2,122.59,61.3,2,5,0.301,0.877,0,0.374,What payment methods do you accept? Please help.,0.511,48,False,It's fine. Nothing exceptional.,3,0.54,31,0.5255000000000001,0.395,0.17413352272727273,0.08185538881309685,0,0.482
CUST000667,25,Male,Rural,Silver,218,218,1,9.33,9.33,1,61,0.514,0.103,4,0.933,Your customer service is terrible. No one responds to my emails. Looking forward to your reply.,0.2,95,True,Terrible product quality. Broke after one week. Waste of money.,1,0.157,63,0.1785,0.79,0.0426027397260274,0.12096774193548389,1,0.774
CUST000668,57,Male,Suburban,Platinum,644,0,5,307.29,61.46,5,5,0.291,0.882,1,0.088,Thank you for resolving my issue so quickly. Thank you.,0.927,55,False,Outstanding product and customer service. Will buy again!,4,0.938,57,0.9325,0.56,0.4764186046511628,0.2225519287833828,0,0.174
CUST000669,26,Other,Urban,Bronze,336,0,5,248.65,49.73,5,6,0.027,0.121,2,0.162,Thank you so much! The product exceeded my expectations. I need assistance.,0.727,75,False,Best purchase I've made. Great value for money.,5,0.959,47,0.843,0.61,0.7378338278931751,0.4098360655737705,0,0.282
CUST000670,54,Male,Rural,Bronze,13,0,5,64.65,12.93,5,2,0.057,0.21,4,0.997,I want a refund immediately. This is the worst experience ever. Can someone respond?,0.04,84,True,Very disappointed. Not as described. Poor customer service.,2,0.089,59,0.0645,0.715,4.617857142857143,3.488372093023256,0,0.336
CUST000671,70,Other,Rural,Gold,68,0,4,541.64,135.41,4,9,0.263,0.502,1,0.055,Your customer service team is amazing! Thank you.,0.968,49,False,Perfect! Exactly as described. Love it!,5,0.927,39,0.9475,0.44,7.849855072463768,1.2244897959183674,0,0.294
CUST000672,42,Female,Rural,Silver,601,0,25,2232.86,89.31,25,4,0.362,0.645,0,0.844,I want a refund immediately. This is the worst experience ever. Looking forward to your reply.,0.171,94,True,Product doesn't work as advertised. Very frustrating.,1,0.224,53,0.1975,0.735,3.7090697674418607,1.1885895404120443,0,0.141
CUST000673,27,Male,Urban,Platinum,70,0,6,395.1,65.85,6,6,0.34,0.641,0,0.438,I need to update my delivery address. Looking forward to your reply.,0.42,68,False,Meets basic expectations. No complaints.,3,0.446,40,0.433,0.54,5.5647887323943666,1.7999999999999998,0,0.301
CUST000674,42,Male,Rural,Silver,23,0,4,302.71,75.68,4,0,0.33,0.875,1,0.446,Can I change my order before it ships? I need assistance.,0.418,57,False,Average quality. Nothing special but works fine.,3,0.488,48,0.45299999999999996,0.525,12.612916666666665,2.2641509433962264,0,0.215
CUST000675,73,Male,Urban,Bronze,391,0,2,34.11,17.05,2,1,0.139,0.408,0,0.407,"Hi, I'd like to check the status of my order. I need assistance.",0.519,64,False,Product is okay. Does what it's supposed to do.,3,0.418,47,0.4685,0.555,0.08701530612244898,0.14251781472684086,0,0.478
CUST000676,50,Female,Urban,Silver,392,0,2,39.29,19.64,2,5,0.305,0.458,4,0.852,The website is broken and I can't complete my purchase. Please help.,0.288,68,True,Very disappointed. Not as described. Poor customer service.,2,0.242,59,0.265,0.635,0.09997455470737913,0.14218009478672985,0,0.338
CUST000677,49,Female,Rural,Gold,694,694,1,25.42,25.42,1,179,0.082,0.073,3,0.897,I'm extremely frustrated with this service. Looking forward to your reply.,0.28,74,True,Product doesn't work as advertised. Very frustrating.,1,0.103,53,0.1915,0.635,0.036575539568345326,0.04143646408839779,1,0.876
CUST000678,41,Other,Suburban,Platinum,201,0,25,1118.29,44.73,25,3,0.355,0.871,1,0.106,The delivery was super fast. I'm very happy! Thank you.,0.997,55,False,Perfect! Exactly as described. Love it!,5,0.716,39,0.8565,0.47,5.536089108910891,3.2467532467532467,0,0.01
CUST000679,40,Other,Rural,Platinum,22,0,5,161.0,32.2,5,2,0.749,0.772,1,0.595,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.282,68,False,Terrible product quality. Broke after one week. Waste of money.,2,0.242,63,0.262,0.655,7.0,2.8846153846153846,0,0.345
CUST000680,26,Other,Suburban,Gold,530,0,7,291.28,41.61,7,4,0.338,0.828,2,0.127,The delivery was super fast. I'm very happy! Can someone respond?,0.988,65,False,High quality and great price. Very happy!,4,0.794,41,0.891,0.53,0.5485499058380414,0.375,0,0.241
CUST000681,56,Female,Rural,Silver,505,0,2,37.24,18.62,2,3,0.776,0.669,3,0.696,This is ridiculous. I'm never shopping here again. Looking forward to your reply.,0.13,81,False,Very disappointed. Not as described. Poor customer service.,2,0.24,59,0.185,0.7,0.07359683794466404,0.11214953271028039,0,0.307
CUST000682,44,Other,Suburban,Gold,35,0,8,432.82,54.1,8,0,0.352,0.657,2,0.165,The product quality is excellent. Highly recommend! Please help.,0.845,64,False,Fantastic product. Exceeded expectations. 5 stars!,4,0.856,50,0.8505,0.57,12.022777777777778,3.6923076923076916,0,0.227
CUST000683,30,Male,Suburban,Platinum,59,0,10,614.89,61.49,10,4,0.312,0.815,2,0.171,I'll definitely shop here again. Great job! Looking forward to your reply.,0.88,74,False,Amazing quality and fast shipping. Very satisfied!,5,0.722,50,0.8009999999999999,0.62,10.248166666666666,3.3707865168539324,0,0.0
CUST000684,34,Female,Urban,Gold,505,505,1,37.47,37.47,1,51,0.242,0.205,1,0.459,What's the return policy for electronics? Please help.,0.404,54,False,Okay product. Satisfied but not thrilled.,3,0.465,41,0.4345,0.475,0.07405138339920948,0.05607476635514019,1,0.711
CUST000685,36,Male,Urban,Bronze,415,415,1,6.09,6.09,1,109,0.192,0.267,1,0.369,Can you tell me more about this product? Please help.,0.582,53,False,Average quality. Nothing special but works fine.,3,0.527,48,0.5545,0.505,0.014639423076923076,0.06741573033707865,1,0.738
CUST000686,50,Female,Suburban,Platinum,602,0,5,142.94,28.59,5,8,0.367,0.582,0,0.414,Can you help me with product recommendations? Can someone respond?,0.501,66,False,Fair quality. Worth the money.,3,0.417,30,0.45899999999999996,0.48,0.2370480928689884,0.23734177215189875,0,0.363
CUST000687,75,Other,Rural,Bronze,256,0,2,136.94,68.47,2,0,0.439,0.25,2,0.858,The product quality is terrible. I'm very disappointed. Looking forward to your reply.,0.257,86,True,Customer service was unhelpful and rude.,2,0.13,40,0.1935,0.63,0.53284046692607,0.2097902097902098,0,0.417
CUST000688,53,Female,Rural,Bronze,406,406,1,17.67,17.67,1,149,0.075,0.067,2,0.422,I want to subscribe to your newsletter. Can someone respond?,0.554,60,False,Fair quality. Worth the money.,3,0.453,30,0.5035000000000001,0.45,0.04341523341523342,0.06880733944954129,1,0.601
CUST000689,70,Male,Rural,Gold,325,0,3,95.79,31.93,3,7,0.28,0.47,4,0.643,Your return policy is confusing and unfair. Thank you.,0.283,54,False,Product doesn't work as advertised. Very frustrating.,2,0.28,53,0.2815,0.535,0.2938343558282209,0.2535211267605634,0,0.348
CUST000690,21,Other,Urban,Bronze,586,0,5,180.77,36.15,5,7,0.256,0.116,0,0.363,"Hi, I'd like to check the status of my order. Can someone respond?",0.586,66,False,It's decent for the price. Could be better.,3,0.477,43,0.5315,0.545,0.30795570698466784,0.24350649350649348,0,0.432
CUST000691,26,Female,Urban,Platinum,64,0,6,117.39,19.57,6,8,0.53,0.435,4,1.0,Your customer service is terrible. No one responds to my emails. I need assistance.,0.079,83,True,Not worth the price. Very disappointed.,2,0.016,39,0.0475,0.61,1.806,1.9148936170212767,0,0.412
CUST000692,73,Other,Urban,Gold,212,0,2,91.47,45.73,2,2,0.023,0.63,1,0.635,I've called multiple times but no one helps me. I need assistance.,0.255,66,False,Product doesn't work as advertised. Very frustrating.,2,0.145,53,0.2,0.595,0.4294366197183099,0.24793388429752067,0,0.432
CUST000693,47,Female,Suburban,Platinum,726,0,10,530.56,53.06,10,0,0.271,0.651,1,0.172,This is the best online shopping experience I've had. Looking forward to your reply.,0.885,84,False,High quality and great price. Very happy!,4,0.712,41,0.7985,0.625,0.7297936726272352,0.39682539682539686,0,0.1
CUST000694,58,Male,Suburban,Gold,707,0,5,564.82,112.96,5,4,0.06,0.447,1,0.187,The delivery was super fast. I'm very happy! Can someone respond?,0.828,65,False,High quality and great price. Very happy!,4,0.739,41,0.7835,0.53,0.797768361581921,0.20352781546811397,0,0.264
CUST000695,61,Female,Urban,Gold,617,0,6,276.17,46.03,6,3,0.099,0.3,1,0.363,I have a question about shipping options. Looking forward to your reply.,0.562,72,False,Average quality. Nothing special but works fine.,3,0.573,48,0.5675,0.6,0.4468770226537217,0.2782071097372488,0,0.295
CUST000696,24,Male,Urban,Gold,243,0,3,294.9,98.3,3,9,0.666,0.292,0,0.743,I've been a customer for years and this is how you treat me? Please help.,0.041,73,False,Not worth the price. Very disappointed.,1,0.069,39,0.05500000000000001,0.56,1.208606557377049,0.32967032967032966,0,0.403
CUST000697,68,Male,Rural,Gold,655,0,3,294.98,98.33,3,8,0.138,0.849,1,0.119,Your customer service team is amazing! I need assistance.,0.946,57,False,Outstanding product and customer service. Will buy again!,4,0.808,57,0.877,0.57,0.4496646341463415,0.13138686131386862,0,0.486
CUST000698,60,Female,Rural,Silver,672,672,1,56.87,56.87,1,60,0.086,0.114,5,0.91,The website is broken and I can't complete my purchase. Thank you.,0.211,66,True,Product doesn't work as advertised. Very frustrating.,1,0.287,53,0.249,0.595,0.08450222882615156,0.042735042735042736,1,0.615
CUST000699,48,Female,Suburban,Platinum,343,0,4,189.35,47.34,4,1,0.271,0.186,1,0.096,I love your service! Keep up the great work. Please help.,0.953,57,False,Best purchase I've made. Great value for money.,5,0.809,47,0.881,0.52,0.5504360465116279,0.32171581769436997,0,0.194
CUST000700,19,Female,Urban,Bronze,41,0,15,1063.8,70.92,15,6,0.274,0.467,1,0.229,Thank you so much! The product exceeded my expectations. I need assistance.,0.747,75,False,Excellent product! Exceeded my expectations. Highly recommend!,4,0.709,62,0.728,0.685,25.32857142857143,6.338028169014084,0,0.0
CUST000701,40,Female,Rural,Bronze,181,0,6,287.85,47.98,6,6,0.209,0.679,2,0.435,I want to subscribe to your newsletter. Looking forward to your reply.,0.469,70,False,Meets basic expectations. No complaints.,3,0.524,40,0.4965,0.55,1.5815934065934067,0.8530805687203792,0,0.34
CUST000702,58,Female,Urban,Platinum,721,0,2,77.71,38.86,2,2,0.037,0.119,3,0.756,Your return policy is confusing and unfair. I need assistance.,0.16,62,False,Customer service was unhelpful and rude.,2,0.0,40,0.08,0.51,0.10763157894736841,0.07989347536617843,0,0.354
CUST000703,26,Male,Suburban,Bronze,679,0,25,2266.73,90.67,25,3,0.276,0.163,1,0.397,What's the return policy for electronics? Can someone respond?,0.508,62,False,Okay product. Satisfied but not thrilled.,3,0.533,41,0.5205,0.515,3.3334264705882353,1.0578279266572639,0,0.0
CUST000704,40,Other,Urban,Silver,7,0,30,1315.11,43.84,30,1,0.333,0.66,1,0.153,Great prices and fast shipping. Very satisfied! I need assistance.,0.851,66,False,Amazing quality and fast shipping. Very satisfied!,5,0.755,50,0.8029999999999999,0.58,164.38875,24.324324324324323,0,0.211
CUST000705,29,Female,Rural,Bronze,86,0,6,567.58,94.6,6,9,0.171,0.629,2,0.191,Your website is easy to use and checkout was smooth. I need assistance.,0.894,71,False,Excellent purchase. Great quality and service!,4,0.706,46,0.8,0.585,6.523908045977012,1.5517241379310345,0,0.0
CUST000706,41,Other,Rural,Platinum,592,0,5,402.61,80.52,5,2,0.26,0.617,1,0.154,Your customer service team is amazing! I need assistance.,0.807,57,False,Excellent product! Exceeded my expectations. Highly recommend!,4,0.878,62,0.8425,0.595,0.6789376053962901,0.24115755627009644,0,0.307
CUST000707,65,Female,Urban,Silver,668,0,3,115.83,38.61,3,4,0.098,0.769,0,0.435,I'd like to know about your loyalty program. I need assistance.,0.452,63,False,It's decent for the price. Could be better.,3,0.413,43,0.4325,0.53,0.1731390134529148,0.12893982808022922,0,0.436
CUST000708,41,Male,Rural,Gold,281,0,3,186.46,62.15,3,5,0.249,0.609,0,0.694,Your return policy is confusing and unfair. Please help.,0.122,56,False,Cheaply made and overpriced. Regret buying this.,2,0.057,48,0.0895,0.52,0.6612056737588653,0.28938906752411575,0,0.435
CUST000709,37,Female,Urban,Bronze,210,0,10,702.05,70.2,10,4,0.083,0.397,0,0.106,Your customer service team is amazing! I need assistance.,0.797,57,False,Wonderful product. Fast delivery. Highly recommend!,4,0.984,51,0.8905000000000001,0.54,3.327251184834123,1.25,0,0.114
CUST000710,65,Other,Suburban,Platinum,104,0,2,14.63,7.32,2,7,0.108,0.372,0,0.085,The delivery was super fast. I'm very happy! Looking forward to your reply.,0.846,75,False,High quality and great price. Very happy!,5,0.922,41,0.884,0.58,0.13933333333333334,0.44776119402985076,0,0.267
CUST000711,71,Male,Rural,Gold,563,0,25,1890.5,75.62,25,7,0.342,0.238,5,0.716,The customer support chat keeps disconnecting. Thank you.,0.258,57,False,Product doesn't work as advertised. Very frustrating.,2,0.137,53,0.1975,0.55,3.351950354609929,1.2647554806070826,0,0.262
CUST000712,42,Female,Rural,Bronze,86,0,3,135.48,45.16,3,8,0.231,0.581,1,0.405,Can you help me with product recommendations? Please help.,0.476,58,False,Average quality. Nothing special but works fine.,3,0.55,48,0.513,0.53,1.5572413793103448,0.7758620689655172,0,0.296
CUST000713,23,Other,Rural,Silver,729,0,7,181.5,25.93,7,0,0.359,0.105,5,0.75,This is ridiculous. I'm never shopping here again. Can someone respond?,0.068,71,False,Very disappointed. Not as described. Poor customer service.,2,0.277,59,0.17250000000000001,0.65,0.24863013698630138,0.2766798418972332,1,0.523
CUST000714,25,Female,Suburban,Gold,365,0,3,831.36,277.12,3,4,0.26,0.853,2,0.139,Thank you for resolving my issue so quickly. I need assistance.,0.868,63,False,Excellent purchase. Great quality and service!,5,0.846,46,0.857,0.545,2.2714754098360657,0.2278481012658228,0,0.25
CUST000715,71,Other,Rural,Gold,589,0,5,299.15,59.83,5,10,0.311,0.148,0,0.329,Can you help me with product recommendations? Please help.,0.586,58,False,Fair quality. Worth the money.,3,0.589,30,0.5874999999999999,0.44,0.5070338983050847,0.24232633279483037,0,0.274
CUST000716,55,Male,Urban,Bronze,146,0,8,267.4,33.43,8,1,0.069,0.181,2,0.73,Your return policy is confusing and unfair. Looking forward to your reply.,0.137,74,False,Product doesn't work as advertised. Very frustrating.,2,0.051,53,0.094,0.635,1.8190476190476188,1.3636363636363638,0,0.36
CUST000717,74,Female,Rural,Silver,272,0,7,417.0,59.57,7,3,0.001,0.244,2,0.075,I love your service! Keep up the great work. I need assistance.,0.969,63,False,Best purchase I've made. Great value for money.,4,0.992,47,0.9804999999999999,0.55,1.5274725274725274,0.695364238410596,0,0.171
CUST000718,63,Male,Suburban,Platinum,438,0,9,356.87,39.65,9,3,0.671,0.894,5,0.941,I'm extremely frustrated with this service. Thank you.,0.199,54,True,Cheaply made and overpriced. Regret buying this.,2,0.13,48,0.1645,0.51,0.8129157175398634,0.576923076923077,0,0.454
CUST000719,52,Other,Rural,Platinum,307,0,2,102.13,51.06,2,4,0.36,0.876,0,0.398,"Hi, I'd like to check the status of my order. Thank you.",0.433,56,False,Fair quality. Worth the money.,3,0.562,30,0.49750000000000005,0.43,0.3315909090909091,0.17804154302670624,0,0.379
CUST000720,67,Female,Rural,Bronze,373,0,2,81.05,40.52,2,10,0.317,0.161,2,0.441,"Hi, I'd like to check the status of my order. Looking forward to your reply.",0.464,76,False,Average purchase. No major issues.,3,0.51,34,0.487,0.55,0.21671122994652406,0.1488833746898263,0,0.319
CUST000721,28,Other,Suburban,Gold,361,0,8,384.26,48.03,8,3,0.034,0.806,0,0.407,Can you help me with product recommendations? I need assistance.,0.528,64,False,It's fine. Nothing exceptional.,3,0.405,31,0.4665,0.475,1.0614917127071823,0.6138107416879796,0,0.279
CUST000722,40,Female,Urban,Bronze,666,0,2,139.35,69.67,2,9,0.22,0.631,1,0.45,I'm interested in bulk ordering. Please help.,0.46,45,False,Okay product. Satisfied but not thrilled.,3,0.419,41,0.4395,0.43,0.2089205397301349,0.08620689655172414,0,0.461
CUST000723,38,Female,Suburban,Platinum,6,0,3,233.14,77.71,3,6,0.777,0.834,0,0.707,Why is my order still pending? I placed it 2 weeks ago! Please help.,0.042,68,False,Low quality and expensive. Would not recommend.,1,0.187,47,0.1145,0.575,33.30571428571428,2.5,0,0.38
